ID,Command,Log File,Result,All Detected Rules
66,crontab -–r *(note: en dash)*,Remove_Scheduled_Cron_Task_attack66.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
67,crontab –r *(note: en dash)*,Remove_Scheduled_Cron_Task_attack67.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
68,"crontab ""-r""",Remove_Scheduled_Cron_Task_attack68.log,Trigger: Remove Scheduled Cron Task/Job,Remove Scheduled Cron Task/Job | Syslog Clearing or Removal Via System Utilities
69,crontab '-r',Remove_Scheduled_Cron_Task_attack69.log,Trigger: Remove Scheduled Cron Task/Job,Remove Scheduled Cron Task/Job | Syslog Clearing or Removal Via System Utilities
70,crontab `r`,Remove_Scheduled_Cron_Task_attack70.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
71,crontab --delete,Remove_Scheduled_Cron_Task_attack71.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
72,crontab --clear,Remove_Scheduled_Cron_Task_attack72.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
73,crontab /--remove,Remove_Scheduled_Cron_Task_attack73.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
74,crontab --remove-all,Remove_Scheduled_Cron_Task_attack74.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
75,crontab -delete,Remove_Scheduled_Cron_Task_attack75.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
76,crontab -clr,Remove_Scheduled_Cron_Task_attack76.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
77,crontab --flush,Remove_Scheduled_Cron_Task_attack77.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
78,crontab -r--force,Remove_Scheduled_Cron_Task_attack78.log,Trigger: Remove Scheduled Cron Task/Job,Remove Scheduled Cron Task/Job | Syslog Clearing or Removal Via System Utilities
79,crontab --r,Remove_Scheduled_Cron_Task_attack79.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
80,crontab --disable,Remove_Scheduled_Cron_Task_attack80.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
81,crontab -x,Remove_Scheduled_Cron_Task_attack81.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
83,crontab -d,Remove_Scheduled_Cron_Task_attack83.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
85,crontab --erase,Remove_Scheduled_Cron_Task_attack85.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
86,crontab --nuke,Remove_Scheduled_Cron_Task_attack86.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
87,crontab --terminate,Remove_Scheduled_Cron_Task_attack87.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
88,crontab --clean,Remove_Scheduled_Cron_Task_attack88.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
90,crontab --obliterate,Remove_Scheduled_Cron_Task_attack90.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
91,crontab --remove-cron,Remove_Scheduled_Cron_Task_attack91.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
92,crontab --del,Remove_Scheduled_Cron_Task_attack92.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
93,crontab --delete-crontab,Remove_Scheduled_Cron_Task_attack93.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
94,crontab -remove-cron,Remove_Scheduled_Cron_Task_attack94.log,Trigger: Remove Scheduled Cron Task/Job,Remove Scheduled Cron Task/Job | Syslog Clearing or Removal Via System Utilities
95,crontab --del-cron,Remove_Scheduled_Cron_Task_attack95.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
96,crontab --purge,Remove_Scheduled_Cron_Task_attack96.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
97,crontab --trash,Remove_Scheduled_Cron_Task_attack97.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
98,crontab --disable-cron,Remove_Scheduled_Cron_Task_attack98.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
100,crontab -uninstall,Remove_Scheduled_Cron_Task_attack100.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
101,crontab --uninstall,Remove_Scheduled_Cron_Task_attack101.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
102,crontab --kill,Remove_Scheduled_Cron_Task_attack102.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
103,crontab -terminate,Remove_Scheduled_Cron_Task_attack103.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
105,crontab -shutdown,Remove_Scheduled_Cron_Task_attack105.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
107,crontab -r-now,Remove_Scheduled_Cron_Task_attack107.log,Trigger: Remove Scheduled Cron Task/Job,Remove Scheduled Cron Task/Job | Syslog Clearing or Removal Via System Utilities
108,crontab --remove-now,Remove_Scheduled_Cron_Task_attack108.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
110,crontab -deactivate,Remove_Scheduled_Cron_Task_attack110.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
111,crontab --unset,Remove_Scheduled_Cron_Task_attack111.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
112,crontab -unset,Remove_Scheduled_Cron_Task_attack112.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
113,crontab --delete-all,Remove_Scheduled_Cron_Task_attack113.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
115,crontab --null,Remove_Scheduled_Cron_Task_attack115.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
116,crontab -null,Remove_Scheduled_Cron_Task_attack116.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
117,crontab --revokelist,Remove_Scheduled_Cron_Task_attack117.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
120,crontab -clean,Remove_Scheduled_Cron_Task_attack120.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
121,crontab-r,Remove_Scheduled_Cron_Task_attack121.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
122,crontab -r,Remove_Scheduled_Cron_Task_attack122.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
123,crontab -r,Remove_Scheduled_Cron_Task_attack123.log,Trigger: Remove Scheduled Cron Task/Job,Remove Scheduled Cron Task/Job | Syslog Clearing or Removal Via System Utilities
124,crontab -r,Remove_Scheduled_Cron_Task_attack124.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
125,crontab -r,Remove_Scheduled_Cron_Task_attack125.log,Trigger: Remove Scheduled Cron Task/Job,Remove Scheduled Cron Task/Job | Syslog Clearing or Removal Via System Utilities
126,crontab -r,Remove_Scheduled_Cron_Task_attack126.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
127,crontab - r,Remove_Scheduled_Cron_Task_attack127.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
128,crontab - r,Remove_Scheduled_Cron_Task_attack128.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
129,crontab -r#,Remove_Scheduled_Cron_Task_attack129.log,Trigger: Remove Scheduled Cron Task/Job,Remove Scheduled Cron Task/Job | Syslog Clearing or Removal Via System Utilities
130,crontab -r//,Remove_Scheduled_Cron_Task_attack130.log,Trigger: Remove Scheduled Cron Task/Job,Remove Scheduled Cron Task/Job | Syslog Clearing or Removal Via System Utilities
131,crontab -r;,Remove_Scheduled_Cron_Task_attack131.log,Trigger: Remove Scheduled Cron Task/Job,Remove Scheduled Cron Task/Job | Syslog Clearing or Removal Via System Utilities
132,crontab -r&,Remove_Scheduled_Cron_Task_attack132.log,Trigger: Remove Scheduled Cron Task/Job,Remove Scheduled Cron Task/Job | Syslog Clearing or Removal Via System Utilities
133,crontab -r||true,Remove_Scheduled_Cron_Task_attack133.log,Trigger: Remove Scheduled Cron Task/Job,Remove Scheduled Cron Task/Job | Syslog Clearing or Removal Via System Utilities
134,crontab -r#bypass,Remove_Scheduled_Cron_Task_attack134.log,Trigger: Remove Scheduled Cron Task/Job,Remove Scheduled Cron Task/Job | Syslog Clearing or Removal Via System Utilities
135,crontab -r--,Remove_Scheduled_Cron_Task_attack135.log,Trigger: Remove Scheduled Cron Task/Job,Remove Scheduled Cron Task/Job | Syslog Clearing or Removal Via System Utilities
136,crontab -,Remove_Scheduled_Cron_Task_attack136.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
137,crontab,Remove_Scheduled_Cron_Task_attack137.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
138,crontab --remove,Remove_Scheduled_Cron_Task_attack138.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
139,crontab -remove,Remove_Scheduled_Cron_Task_attack139.log,Trigger: Remove Scheduled Cron Task/Job,Remove Scheduled Cron Task/Job | Syslog Clearing or Removal Via System Utilities
140,crontab delete,Remove_Scheduled_Cron_Task_attack140.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
141,crontab /r,Remove_Scheduled_Cron_Task_attack141.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
142,crontab --r,Remove_Scheduled_Cron_Task_attack142.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
143,crontab -d,Remove_Scheduled_Cron_Task_attack143.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
144,crontab -R,Remove_Scheduled_Cron_Task_attack144.log,Trigger: Remove Scheduled Cron Task/Job,Remove Scheduled Cron Task/Job | Syslog Clearing or Removal Via System Utilities
145,crontab --delete,Remove_Scheduled_Cron_Task_attack145.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
146,crontab remove,Remove_Scheduled_Cron_Task_attack146.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
147,crontab --clean,Remove_Scheduled_Cron_Task_attack147.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
148,crontab -clean,Remove_Scheduled_Cron_Task_attack148.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
149,crontab --purge,Remove_Scheduled_Cron_Task_attack149.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
150,crontab -n,Remove_Scheduled_Cron_Task_attack150.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
151,crontab-r -q,Remove_Scheduled_Cron_Task_attack151.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
152,crontab-r --silent,Remove_Scheduled_Cron_Task_attack152.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
153,crontab--r,Remove_Scheduled_Cron_Task_attack153.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
154,crontab-- -r,Remove_Scheduled_Cron_Task_attack154.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
155,crontab -remove-cron,Remove_Scheduled_Cron_Task_attack155.log,Trigger: Remove Scheduled Cron Task/Job,Remove Scheduled Cron Task/Job | Syslog Clearing or Removal Via System Utilities
157,crontab -erase,Remove_Scheduled_Cron_Task_attack157.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
159,crontab --wipe,Remove_Scheduled_Cron_Task_attack159.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
160,crontab -wipe,Remove_Scheduled_Cron_Task_attack160.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
162,crontab --null,Remove_Scheduled_Cron_Task_attack162.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
163,crontab -r>/dev/null,Remove_Scheduled_Cron_Task_attack163.log,Trigger: Remove Scheduled Cron Task/Job,Remove Scheduled Cron Task/Job | Syslog Clearing or Removal Via System Utilities
164,crontab -r 2>/dev/null,Remove_Scheduled_Cron_Task_attack164.log,Trigger: Remove Scheduled Cron Task/Job,Remove Scheduled Cron Task/Job | Syslog Clearing or Removal Via System Utilities
165,crontab -r >/tmp/null,Remove_Scheduled_Cron_Task_attack165.log,Trigger: Remove Scheduled Cron Task/Job,Execution Of Script Located In Potentially Suspicious Directory | Remove Scheduled Cron Task/Job | Syslog Clearing or Removal Via System Utilities
166,crontab --r --force,Remove_Scheduled_Cron_Task_attack166.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
167,crontab -f -r,Remove_Scheduled_Cron_Task_attack167.log,Trigger: Remove Scheduled Cron Task/Job,Remove Scheduled Cron Task/Job | Syslog Clearing or Removal Via System Utilities
168,crontab -r --now,Remove_Scheduled_Cron_Task_attack168.log,Trigger: Remove Scheduled Cron Task/Job,Remove Scheduled Cron Task/Job | Syslog Clearing or Removal Via System Utilities
169,crontab -r --quiet,Remove_Scheduled_Cron_Task_attack169.log,Trigger: Remove Scheduled Cron Task/Job,Remove Scheduled Cron Task/Job | Syslog Clearing or Removal Via System Utilities
170,crontab -r --no-confirm,Remove_Scheduled_Cron_Task_attack170.log,Trigger: Remove Scheduled Cron Task/Job,Remove Scheduled Cron Task/Job | Syslog Clearing or Removal Via System Utilities
171,crontab --r -q,Remove_Scheduled_Cron_Task_attack171.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
172,crontab --silent-r,Remove_Scheduled_Cron_Task_attack172.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
173,crontab -r-now,Remove_Scheduled_Cron_Task_attack173.log,Trigger: Remove Scheduled Cron Task/Job,Remove Scheduled Cron Task/Job | Syslog Clearing or Removal Via System Utilities
174,crontab -r-nowarn,Remove_Scheduled_Cron_Task_attack174.log,Trigger: Remove Scheduled Cron Task/Job,Remove Scheduled Cron Task/Job | Syslog Clearing or Removal Via System Utilities
175,crontab -r-clean,Remove_Scheduled_Cron_Task_attack175.log,Trigger: Remove Scheduled Cron Task/Job,Remove Scheduled Cron Task/Job | Syslog Clearing or Removal Via System Utilities
176,crontab -r--clean,Remove_Scheduled_Cron_Task_attack176.log,Trigger: Remove Scheduled Cron Task/Job,Remove Scheduled Cron Task/Job | Syslog Clearing or Removal Via System Utilities
177,crontab --r--clean,Remove_Scheduled_Cron_Task_attack177.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
178,crontab --r /dev/null,Remove_Scheduled_Cron_Task_attack178.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
179,crontab -r --skip-logs,Remove_Scheduled_Cron_Task_attack179.log,Trigger: Remove Scheduled Cron Task/Job,Remove Scheduled Cron Task/Job | Syslog Clearing or Removal Via System Utilities
180,crontab --noconfirm-r,Remove_Scheduled_Cron_Task_attack180.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
182,crontab-r,Remove_Scheduled_Cron_Task_attack182.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
183,r-crontab,Remove_Scheduled_Cron_Task_attack183.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
184,crontab -r --,Remove_Scheduled_Cron_Task_attack184.log,Trigger: Remove Scheduled Cron Task/Job,Remove Scheduled Cron Task/Job | Syslog Clearing or Removal Via System Utilities
185,- crontab -r,Remove_Scheduled_Cron_Task_attack185.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
186,crontab--r,Remove_Scheduled_Cron_Task_attack186.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
187,-r crontab,Remove_Scheduled_Cron_Task_attack187.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
188,r -- crontab,Remove_Scheduled_Cron_Task_attack188.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
189,crontab-- -r,Remove_Scheduled_Cron_Task_attack189.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
190,crontab -r #,Remove_Scheduled_Cron_Task_attack190.log,Trigger: Remove Scheduled Cron Task/Job,Remove Scheduled Cron Task/Job | Syslog Clearing or Removal Via System Utilities
191,crontab # -r,Remove_Scheduled_Cron_Task_attack191.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
192,crontab '-r',Remove_Scheduled_Cron_Task_attack192.log,Trigger: Remove Scheduled Cron Task/Job,Remove Scheduled Cron Task/Job | Syslog Clearing or Removal Via System Utilities
