ID,Command,Log File,Result,All Detected Rules
17,sudo sh -c '/sbin/modprobe msr allow_writes==on',Linux_Crypto_Mining_Indicators_attack17.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
18,sudo sh -c '/sbin/modprobe msr allow_writes=on;#',Linux_Crypto_Mining_Indicators_attack18.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
19,sudo sh -c '/sbin/modprobe msr allow_writes=on || true',Linux_Crypto_Mining_Indicators_attack19.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
20,sudo sh -c '/sbin/modprobe msr allow_writes=on # legit',Linux_Crypto_Mining_Indicators_attack20.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
21,sudo sh -c '/sbin/modprobe msr allow_writes=on; sleep 0',Linux_Crypto_Mining_Indicators_attack21.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
22,sudo sh -c '/sbin/modprobe --verbose msr allow_writes=on',Linux_Crypto_Mining_Indicators_attack22.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
23,"sudo sh -c '/sbin/modprobe ""ms""""r"" allow_writes=on'",Linux_Crypto_Mining_Indicators_attack23.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
24,"sudo sh -c '/sbin/modprobe m""""s""""r allow=write:s=on'",Linux_Crypto_Mining_Indicators_attack24.log,Bypass All,None
25,"sudo sh -c '/sbin/modprobe ""msr"" allo""""w_writes=on'",Linux_Crypto_Mining_Indicators_attack25.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
26,sudo sh -c '/sbin/modprobe --help msr allow_writes=on',Linux_Crypto_Mining_Indicators_attack26.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
27,"sudo sh -c '/sbin/modprobe ""msr"" allow_writes=on #comment'",Linux_Crypto_Mining_Indicators_attack27.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
28,sudo sh -c '/sbin/modprobe msr allow_writes=on; echo done',Linux_Crypto_Mining_Indicators_attack28.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
29,sudo sh -c '/sbin/modprobe msr; allow_writes=on',Linux_Crypto_Mining_Indicators_attack29.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
30,sudo sh -c '/sbin/modprobe msr && echo allow_writes=on',Linux_Crypto_Mining_Indicators_attack30.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
31,sudo sh -c '/sbin/modprobe m''sr allow_writes=on',Linux_Crypto_Mining_Indicators_attack31.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
32,sudo sh -c '/sbin/modprobe msr allo\w_writes=on',Linux_Crypto_Mining_Indicators_attack32.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
33,sudo sh -c '/sbin/modprobe m\sr allow_writes=\on',Linux_Crypto_Mining_Indicators_attack33.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
34,"sudo sh -c '/sbin/modprobe msr al""""low_writes=on'",Linux_Crypto_Mining_Indicators_attack34.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
35,"sudo sh -c '/sbin/modprobe msr allow=""writes=on""'",Linux_Crypto_Mining_Indicators_attack35.log,Bypass All,None
36,sudo sh -c '/sbin/modprobe msr all_ow_writes=on',Linux_Crypto_Mining_Indicators_attack36.log,Bypass All,None
37,sudo sh -c '/sbin/modprobe msr allow_writes==on',Linux_Crypto_Mining_Indicators_attack37.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
38,"sudo sh -c '/sbin/modprobe msr allow_writes:=""on""'",Linux_Crypto_Mining_Indicators_attack38.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
39,sudo sh -c '/sbin/modprobe msr allo\w_writes=on',Linux_Crypto_Mining_Indicators_attack39.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
40,"sudo sh -c '/sbin/modprobe ""m""""sr"" allow_writes=on'",Linux_Crypto_Mining_Indicators_attack40.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
41,"sudo sh -c '/sbin/modprobe msr allow_write""""s=on'",Linux_Crypto_Mining_Indicators_attack41.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
42,sudo sh -c '/sbin/modprobe msr allow_write=true',Linux_Crypto_Mining_Indicators_attack42.log,Bypass All,None
43,sudo sh -c '/sbin/modprobe msr allow_writes yes',Linux_Crypto_Mining_Indicators_attack43.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
44,sudo sh -c '/sbin/modprobe msr enable_write=1',Linux_Crypto_Mining_Indicators_attack44.log,Bypass All,None
45,sudo sh -c '/sbin/modprobe msr enable-msr-writes',Linux_Crypto_Mining_Indicators_attack45.log,Bypass All,None
46,sudo sh -c '/sbin/modprobe msr write-enable=1',Linux_Crypto_Mining_Indicators_attack46.log,Bypass All,None
47,sudo sh -c '/sbin/modprobe msr set_write_permission=on',Linux_Crypto_Mining_Indicators_attack47.log,Bypass All,None
48,sudo sh -c '/sbin/modprobe msr allow_writes=1',Linux_Crypto_Mining_Indicators_attack48.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
49,sudo sh -c '/sbin/modprobe msr --config allow_writes=on',Linux_Crypto_Mining_Indicators_attack49.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
50,"sudo sh -c ""/sbin/modprobe msr allow-writes=on""",Linux_Crypto_Mining_Indicators_attack50.log,Bypass All,None
51,"sudo sh -c ""/sbin/modprobe msr allow.writes=on""",Linux_Crypto_Mining_Indicators_attack51.log,Bypass All,None
52,"sudo sh -c ""/sbin/modprobe msr allow_writes yes""",Linux_Crypto_Mining_Indicators_attack52.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
53,"sudo sh -c ""/sbin/modprobe msr allow_writes 1""",Linux_Crypto_Mining_Indicators_attack53.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
54,"sudo sh -c ""/sbin/modprobe msr enable_write_mode=on""",Linux_Crypto_Mining_Indicators_attack54.log,Bypass All,None
55,"sudo sh -c ""/sbin/modprobe msr write_control=allow""",Linux_Crypto_Mining_Indicators_attack55.log,Bypass All,None
56,"sudo sh -c ""/sbin/modprobe msr write_perm=enabled""",Linux_Crypto_Mining_Indicators_attack56.log,Bypass All,None
57,"sudo sh -c ""/sbin/modprobe msr +allow_writes=on""",Linux_Crypto_Mining_Indicators_attack57.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
58,"sudo sh -c ""/sbin/modprobe msr allow_writes==on""",Linux_Crypto_Mining_Indicators_attack58.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
59,"sudo sh -c ""/sbin/modprobe msr allow_writes:on""",Linux_Crypto_Mining_Indicators_attack59.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
60,"sudo sh -c ""/sbin/modprobe msr allowWrites=on""",Linux_Crypto_Mining_Indicators_attack60.log,Bypass All,None
61,"sudo sh -c ""/sbin/modprobe msr allow_writes = on""",Linux_Crypto_Mining_Indicators_attack61.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
62,"sudo sh -c ""/sbin/modprobe msr allow_writes true""",Linux_Crypto_Mining_Indicators_attack62.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
63,"sudo sh -c ""/sbin/modprobe msr allow_writes enabled""",Linux_Crypto_Mining_Indicators_attack63.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
64,"sudo sh -c ""/sbin/modprobe msr allow_writes=enabled""",Linux_Crypto_Mining_Indicators_attack64.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
65,"sudo sh -c ""/sbin/modprobe msr +set allow_writes=on""",Linux_Crypto_Mining_Indicators_attack65.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
66,sudo /sbin/modprobe msr allow_writes=on,Linux_Crypto_Mining_Indicators_attack66.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
67,"sh -c ""/sbin/modprobe msr allow_writes=on""",Linux_Crypto_Mining_Indicators_attack67.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
68,sh -c '/sbin/modprobe msr allow_writes=on',Linux_Crypto_Mining_Indicators_attack68.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
69,/sbin/modprobe msr allow_writes=on,Linux_Crypto_Mining_Indicators_attack69.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
70,modprobe msr allow_writes=on,Linux_Crypto_Mining_Indicators_attack70.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
71,bash -c '/sbin/modprobe msr allow_writes=on',Linux_Crypto_Mining_Indicators_attack71.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
72,"bash -c ""/sbin/modprobe msr allow_writes=on""",Linux_Crypto_Mining_Indicators_attack72.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
73,sudo bash -c '/sbin/modprobe msr allow_writes=on',Linux_Crypto_Mining_Indicators_attack73.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
74,"sudo bash -c ""/sbin/modprobe msr allow_writes=on""",Linux_Crypto_Mining_Indicators_attack74.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
75,sudo modprobe msr allow_writes=on,Linux_Crypto_Mining_Indicators_attack75.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
76,/bin/sh -c '/sbin/modprobe msr allow_writes=on',Linux_Crypto_Mining_Indicators_attack76.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
77,/bin/bash -c '/sbin/modprobe msr allow_writes=on',Linux_Crypto_Mining_Indicators_attack77.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
78,setsid /sbin/modprobe msr allow_writes=on,Linux_Crypto_Mining_Indicators_attack78.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
79,nohup /sbin/modprobe msr allow_writes=on &,Linux_Crypto_Mining_Indicators_attack79.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
80,timeout 1 /sbin/modprobe msr allow_writes=on,Linux_Crypto_Mining_Indicators_attack80.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
81,nice -n -10 /sbin/modprobe msr allow_writes=on,Linux_Crypto_Mining_Indicators_attack81.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
82,"sudo env ""A=1"" /sbin/modprobe msr allow_writes=on",Linux_Crypto_Mining_Indicators_attack82.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
83,sudo -- /sbin/modprobe msr allow_writes=on,Linux_Crypto_Mining_Indicators_attack83.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
84,exec /sbin/modprobe msr allow_writes=on,Linux_Crypto_Mining_Indicators_attack84.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
85,( /sbin/modprobe msr allow_writes=on ),Linux_Crypto_Mining_Indicators_attack85.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
86,command /sbin/modprobe msr allow_writes=on,Linux_Crypto_Mining_Indicators_attack86.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
87,"eval ""/sbin/modprobe msr allow_writes=on""",Linux_Crypto_Mining_Indicators_attack87.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
88,sudo -n /sbin/modprobe msr allow_writes=on,Linux_Crypto_Mining_Indicators_attack88.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
89,sudo su -c '/sbin/modprobe msr allow_writes=on',Linux_Crypto_Mining_Indicators_attack89.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
90,sudo /bin/sh -c '/sbin/modprobe msr allow_writes=on',Linux_Crypto_Mining_Indicators_attack90.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
91,sudo /usr/bin/env /sbin/modprobe msr allow_writes=on,Linux_Crypto_Mining_Indicators_attack91.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
92,sudo --preserve-env /sbin/modprobe msr allow_writes=on,Linux_Crypto_Mining_Indicators_attack92.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
93,sudo env --ignore-environment /sbin/modprobe msr allow_writes=on,Linux_Crypto_Mining_Indicators_attack93.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
94,sudo $(which modprobe) msr allow_writes=on,Linux_Crypto_Mining_Indicators_attack94.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
95,sudo `which modprobe` msr allow_writes=on,Linux_Crypto_Mining_Indicators_attack95.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
96,sudo -E /sbin/modprobe msr allow_writes=on,Linux_Crypto_Mining_Indicators_attack96.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
97,sudo -i /sbin/modprobe msr allow_writes=on,Linux_Crypto_Mining_Indicators_attack97.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
98,/usr/bin/env sudo /sbin/modprobe msr allow_writes=on,Linux_Crypto_Mining_Indicators_attack98.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
99,sudo $(echo /sbin/modprobe) msr allow_writes=on,Linux_Crypto_Mining_Indicators_attack99.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
100,"sudo $(printf ""/%s/%s"" ""sbin"" ""modprobe"") msr allow_writes=on",Linux_Crypto_Mining_Indicators_attack100.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
101,sudo $(basename /sbin/modprobe) msr allow_writes=on,Linux_Crypto_Mining_Indicators_attack101.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
102,sudo /sbin/modprobe $(echo msr) allow_writes=on,Linux_Crypto_Mining_Indicators_attack102.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
103,sudo /sbin/modprobe msr $(echo allow_writes=on),Linux_Crypto_Mining_Indicators_attack103.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
104,"sudo /sbin/modprobe ""msr"" ""allow_writes=on""",Linux_Crypto_Mining_Indicators_attack104.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
105,"sudo ""/sbin/modprobe"" msr allow_writes=on",Linux_Crypto_Mining_Indicators_attack105.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
106,"sudo /sbin/modprobe ""msr"" allow_writes=on",Linux_Crypto_Mining_Indicators_attack106.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
107,"sudo /sbin/modprobe msr ""allow_writes=on""",Linux_Crypto_Mining_Indicators_attack107.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
108,"sudo ""$(echo /sbin/modprobe)"" msr allow_writes=on",Linux_Crypto_Mining_Indicators_attack108.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
109,sudo $(cat <<< /sbin/modprobe) msr allow_writes=on,Linux_Crypto_Mining_Indicators_attack109.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
110,sudo `cat <<< /sbin/modprobe` msr allow_writes=on,Linux_Crypto_Mining_Indicators_attack110.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
111,sudo $'/sbin/modprobe' msr allow_writes=on,Linux_Crypto_Mining_Indicators_attack111.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
112,sudo /sbin/modprobe msr$IFS$allow_writes=on,Linux_Crypto_Mining_Indicators_attack112.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
113,sudo /sbin/modprobe msr `echo allow_writes=on`,Linux_Crypto_Mining_Indicators_attack113.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
114,sudo /sbin/modprobe `echo msr` `echo allow_writes=on`,Linux_Crypto_Mining_Indicators_attack114.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
115,sudo `echo /sbin/modprobe` msr allow_writes=on,Linux_Crypto_Mining_Indicators_attack115.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
116,sudo $(echo -n /sbin/modprobe) msr allow_writes=on,Linux_Crypto_Mining_Indicators_attack116.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
117,sudo true && /sbin/modprobe msr allow_writes=on,Linux_Crypto_Mining_Indicators_attack117.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
118,sudo ifconfig >/dev/null; /sbin/modprobe msr allow_writes=on,Linux_Crypto_Mining_Indicators_attack118.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
119,sudo sh -c 'allow_writes=on /sbin/modprobe msr',Linux_Crypto_Mining_Indicators_attack119.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
120,sudo sh -c 'writes=on /sbin/modprobe msr enable',Linux_Crypto_Mining_Indicators_attack120.log,Bypass All,None
121,sudo sh -c 'modprobe msr /sbin/allow_writes=on',Linux_Crypto_Mining_Indicators_attack121.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
122,sudo sh -c 'modprobe msr /sbin allow_writes=on',Linux_Crypto_Mining_Indicators_attack122.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
123,sudo sh -c 'modprobe msr allow_writes=on /sbin',Linux_Crypto_Mining_Indicators_attack123.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
124,sudo sh -c 'modprobe msr /sbin allow_writes=on',Linux_Crypto_Mining_Indicators_attack124.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
125,sudo sh -c 'echo allow_writes=on && /sbin/modprobe msr',Linux_Crypto_Mining_Indicators_attack125.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
126,sudo sh -c '/sbin/modprobe msr && echo allow_writes=on',Linux_Crypto_Mining_Indicators_attack126.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
127,sudo sh -c '/sbin/modprobe msr; echo allow_writes=on',Linux_Crypto_Mining_Indicators_attack127.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
128,sudo sh -c 'modprobe /sbin msr; allow_writes=on',Linux_Crypto_Mining_Indicators_attack128.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
129,sudo sh -c 'allow_writes=on; /sbin/modprobe msr',Linux_Crypto_Mining_Indicators_attack129.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
130,sudo sh -c 'modprobe msr allow_writes=on /sbin',Linux_Crypto_Mining_Indicators_attack130.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
131,sudo sh -c '/sbin/modprobe msr && : # allow_writes=on',Linux_Crypto_Mining_Indicators_attack131.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
132,sudo sh -c ': | /sbin/modprobe msr allow_writes=on',Linux_Crypto_Mining_Indicators_attack132.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
133,sudo sh -c 'true && /sbin/modprobe msr allow_writes=on',Linux_Crypto_Mining_Indicators_attack133.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
134,sudo sh -c 'exec /sbin/modprobe msr allow_writes=on',Linux_Crypto_Mining_Indicators_attack134.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
135,sudo sh -c 'ALLOW=/sbin/modprobe; $ALLOW msr allow_writes=on',Linux_Crypto_Mining_Indicators_attack135.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
136,sudo sh -c 'MOD=/sbin/modprobe; $MOD msr allow_writes=on',Linux_Crypto_Mining_Indicators_attack136.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
137,"sudo sh -c 'eval ""/sbin/modprobe msr allow_writes=on""'",Linux_Crypto_Mining_Indicators_attack137.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
138,"sudo sh -c 'bash -c ""/sbin/modprobe msr allow_writes=on""'",Linux_Crypto_Mining_Indicators_attack138.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
139,sudo sh -c '/sbin/modprobe $(echo bXNy | base64 -d) allow_writes=on',Linux_Crypto_Mining_Indicators_attack139.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
140,sudo sh -c '/sbin/modprobe $(echo 6d 73 72 | xxd -r -p) allow_writes=on',Linux_Crypto_Mining_Indicators_attack140.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
141,"sudo sh -c ""/sbin/modprobe $(tr -d '\n' <<< 'msr') allow_writes=on""",Linux_Crypto_Mining_Indicators_attack141.log,Trigger: Linux Crypto Mining Indicators (Enhanced),Linux Crypto Mining Indicators (Enhanced)
