ID,Command,Log File,Result,All Detected Rules
19,/usr/bin/awk '{print $0}' /etc/group,Local_Groups_Discovery_-_Linux_attack19.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
20,/usr/bin/awk '{if ($0) print $0}' /etc/group,Local_Groups_Discovery_-_Linux_attack20.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
21,/usr/bin/cat /etc/gr*up,Local_Groups_Discovery_-_Linux_attack21.log,Trigger: Local Groups Discovery - Linux,Local Groups Discovery - Linux | Syslog Clearing or Removal Via System Utilities
22,/usr/bin/cat /e*t*c/group,Local_Groups_Discovery_-_Linux_attack22.log,Trigger: Local Groups Discovery - Linux,Local Groups Discovery - Linux | Syslog Clearing or Removal Via System Utilities
23,/usr/bin/cat /etc/g*o*u*p,Local_Groups_Discovery_-_Linux_attack23.log,Trigger: Local Groups Discovery - Linux,Local Groups Discovery - Linux | Syslog Clearing or Removal Via System Utilities
24,/usr/bin/cat /etc/gr[[:lower:]]up,Local_Groups_Discovery_-_Linux_attack24.log,Trigger: Local Groups Discovery - Linux,Local Groups Discovery - Linux | Syslog Clearing or Removal Via System Utilities
25,/usr/bin/cat /etc/grou[p],Local_Groups_Discovery_-_Linux_attack25.log,Trigger: Local Groups Discovery - Linux,Local Groups Discovery - Linux | Syslog Clearing or Removal Via System Utilities
26,/usr/bin/cat /etc/gr[o]up,Local_Groups_Discovery_-_Linux_attack26.log,Trigger: Local Groups Discovery - Linux,Local Groups Discovery - Linux | Syslog Clearing or Removal Via System Utilities
27,/usr/bin/cat /etc/./group,Local_Groups_Discovery_-_Linux_attack27.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
28,/usr/bin/cat /etc//group,Local_Groups_Discovery_-_Linux_attack28.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
29,/usr/bin/cat /et?/group,Local_Groups_Discovery_-_Linux_attack29.log,Trigger: Local Groups Discovery - Linux,Local Groups Discovery - Linux | Syslog Clearing or Removal Via System Utilities
30,"/usr/bin/awk 'BEGIN{while((getline<""/etc/group"")>0)print}'",Local_Groups_Discovery_-_Linux_attack30.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
31,/usr/bin/perl -pe '' /etc/group,Local_Groups_Discovery_-_Linux_attack31.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
32,"/usr/bin/python3 -c ""print(open('/etc/group').read())""",Local_Groups_Discovery_-_Linux_attack32.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
33,/usr/bin/grep -E '.' /etc/group,Local_Groups_Discovery_-_Linux_attack33.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
34,/usr/bin/grep -a '' /etc/group,Local_Groups_Discovery_-_Linux_attack34.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
35,/usr/bin/strings /etc/group,Local_Groups_Discovery_-_Linux_attack35.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
36,/usr/bin/base64 /etc/group | base64 -d,Local_Groups_Discovery_-_Linux_attack36.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | Decode Base64 Encoded Text
37,/usr/bin/dd if=/etc/group bs=1,Local_Groups_Discovery_-_Linux_attack37.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
38,/usr/bin/bash -c 'cat /etc/group',Local_Groups_Discovery_-_Linux_attack38.log,Trigger: Local Groups Discovery - Linux,Local Groups Discovery - Linux | Syslog Clearing or Removal Via System Utilities
39,/usr/bin/env cat /etc/group,Local_Groups_Discovery_-_Linux_attack39.log,Trigger: Local Groups Discovery - Linux,Local Groups Discovery - Linux | Syslog Clearing or Removal Via System Utilities
40,cd /etc && cat group,Local_Groups_Discovery_-_Linux_attack40.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
41,cd /etc && /usr/bin/cat group,Local_Groups_Discovery_-_Linux_attack41.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
42,cat < /etc/group,Local_Groups_Discovery_-_Linux_attack42.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
43,/usr/bin/cat < /etc/group,Local_Groups_Discovery_-_Linux_attack43.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
44,cd /etc && /bin/cat group,Local_Groups_Discovery_-_Linux_attack44.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
45,exec cat /etc/group,Local_Groups_Discovery_-_Linux_attack45.log,Trigger: Local Groups Discovery - Linux,Local Groups Discovery - Linux | Syslog Clearing or Removal Via System Utilities
46,cd /etc && exec cat group,Local_Groups_Discovery_-_Linux_attack46.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
47,(cd /etc && cat group),Local_Groups_Discovery_-_Linux_attack47.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
48,cd /etc; cat group,Local_Groups_Discovery_-_Linux_attack48.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
49,(cd /etc; cat group),Local_Groups_Discovery_-_Linux_attack49.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
50,bash -c 'cd /etc && cat group',Local_Groups_Discovery_-_Linux_attack50.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
51,sh -c 'cd /etc && cat group',Local_Groups_Discovery_-_Linux_attack51.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
52,env CMD=group bash -c 'cd /etc && cat $CMD',Local_Groups_Discovery_-_Linux_attack52.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
53,cd /etc && grep . group,Local_Groups_Discovery_-_Linux_attack53.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
54,cd /etc && sed -n 'p' group,Local_Groups_Discovery_-_Linux_attack54.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
55,cd /etc && awk 1 group,Local_Groups_Discovery_-_Linux_attack55.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
56,cat /etc/group </dev/null,Local_Groups_Discovery_-_Linux_attack56.log,Trigger: Local Groups Discovery - Linux,Local Groups Discovery - Linux | Syslog Clearing or Removal Via System Utilities
57,cat </etc/group,Local_Groups_Discovery_-_Linux_attack57.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
58,command cat /etc/group,Local_Groups_Discovery_-_Linux_attack58.log,Trigger: Local Groups Discovery - Linux,Local Groups Discovery - Linux | Syslog Clearing or Removal Via System Utilities
59,command cat < /etc/group,Local_Groups_Discovery_-_Linux_attack59.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
60,cd /etc && command cat group,Local_Groups_Discovery_-_Linux_attack60.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
61,cat $(echo /etc/group),Local_Groups_Discovery_-_Linux_attack61.log,Trigger: Local Groups Discovery - Linux,Local Groups Discovery - Linux | Syslog Clearing or Removal Via System Utilities
62,"cat $(printf ""/etc/%s"" group)",Local_Groups_Discovery_-_Linux_attack62.log,Trigger: Local Groups Discovery - Linux,Local Groups Discovery - Linux | Syslog Clearing or Removal Via System Utilities
63,while read line; do echo $line; done < /etc/group,Local_Groups_Discovery_-_Linux_attack63.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
64,cd /etc && less group,Local_Groups_Discovery_-_Linux_attack64.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
65,cd /etc && more group,Local_Groups_Discovery_-_Linux_attack65.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
66,cd /etc && tail -n +1 group,Local_Groups_Discovery_-_Linux_attack66.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
67,cd /etc && head -n 999 group,Local_Groups_Discovery_-_Linux_attack67.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
68,cd /etc && sed '' group,Local_Groups_Discovery_-_Linux_attack68.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
69,"cd /etc && sed -n '1,$p' group",Local_Groups_Discovery_-_Linux_attack69.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
70,cd /etc && awk '{print}' group,Local_Groups_Discovery_-_Linux_attack70.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
71,cd /etc && grep '' group,Local_Groups_Discovery_-_Linux_attack71.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
72,cd /etc && grep . group,Local_Groups_Discovery_-_Linux_attack72.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
73,cat $(realpath /etc/group),Local_Groups_Discovery_-_Linux_attack73.log,Trigger: Local Groups Discovery - Linux,Local Groups Discovery - Linux | Syslog Clearing or Removal Via System Utilities
74,cat $(ls /etc/group),Local_Groups_Discovery_-_Linux_attack74.log,Trigger: Local Groups Discovery - Linux,Local Groups Discovery - Linux | Syslog Clearing or Removal Via System Utilities
75,cat $(echo /etc/group),Local_Groups_Discovery_-_Linux_attack75.log,Trigger: Local Groups Discovery - Linux,Local Groups Discovery - Linux | Syslog Clearing or Removal Via System Utilities
76,cat $(echo -n /etc/group),Local_Groups_Discovery_-_Linux_attack76.log,Trigger: Local Groups Discovery - Linux,Local Groups Discovery - Linux | Syslog Clearing or Removal Via System Utilities
77,cat $(echo /e*/group),Local_Groups_Discovery_-_Linux_attack77.log,Trigger: Local Groups Discovery - Linux,Local Groups Discovery - Linux | Syslog Clearing or Removal Via System Utilities
78,cat $(dirname /etc/group)/group,Local_Groups_Discovery_-_Linux_attack78.log,Trigger: Local Groups Discovery - Linux,Local Groups Discovery - Linux | Syslog Clearing or Removal Via System Utilities
79,x=/etc/group; cat $x,Local_Groups_Discovery_-_Linux_attack79.log,Trigger: Local Groups Discovery - Linux,Local Groups Discovery - Linux | Syslog Clearing or Removal Via System Utilities
80,f=/etc/group; cat $f,Local_Groups_Discovery_-_Linux_attack80.log,Trigger: Local Groups Discovery - Linux,Local Groups Discovery - Linux | Syslog Clearing or Removal Via System Utilities
81,"cat ""$(echo /etc/group)""",Local_Groups_Discovery_-_Linux_attack81.log,Trigger: Local Groups Discovery - Linux,Local Groups Discovery - Linux | Syslog Clearing or Removal Via System Utilities
82,"cat ""$(printf /etc/%s group)""",Local_Groups_Discovery_-_Linux_attack82.log,Trigger: Local Groups Discovery - Linux,Local Groups Discovery - Linux | Syslog Clearing or Removal Via System Utilities
83,readlink -f /etc/group | xargs cat,Local_Groups_Discovery_-_Linux_attack83.log,Trigger: Local Groups Discovery - Linux,Local Groups Discovery - Linux | Syslog Clearing or Removal Via System Utilities
84,cp /etc/group /tmp/g && cat /tmp/g,Local_Groups_Discovery_-_Linux_attack84.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
85,cd /tmp && cp /etc/group . && cat group,Local_Groups_Discovery_-_Linux_attack85.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
86,dd if=/etc/group of=/dev/stdout,Local_Groups_Discovery_-_Linux_attack86.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
87,cd /etc && dd if=group of=/dev/stdout,Local_Groups_Discovery_-_Linux_attack87.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
88,/usr/bin/awk '{print}' /etc/group,Local_Groups_Discovery_-_Linux_attack88.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
89,/usr/bin/sed -n 'p' /etc/group,Local_Groups_Discovery_-_Linux_attack89.log,Bypass Target Rule,Potential Suspicious Change To Sensitive/Critical Files | Syslog Clearing or Removal Via System Utilities
90,/usr/bin/grep '.' /etc/group,Local_Groups_Discovery_-_Linux_attack90.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
91,/usr/bin/more /etc/group,Local_Groups_Discovery_-_Linux_attack91.log,Trigger: Local Groups Discovery - Linux,Local Groups Discovery - Linux | Syslog Clearing or Removal Via System Utilities
92,/usr/bin/less /etc/group,Local_Groups_Discovery_-_Linux_attack92.log,Trigger: Local Groups Discovery - Linux,Local Groups Discovery - Linux | Syslog Clearing or Removal Via System Utilities
93,/usr/bin/cat --squeeze-blank /etc/group,Local_Groups_Discovery_-_Linux_attack93.log,Trigger: Local Groups Discovery - Linux,Local Groups Discovery - Linux | Syslog Clearing or Removal Via System Utilities
94,/usr/bin/cat -- /etc/group,Local_Groups_Discovery_-_Linux_attack94.log,Trigger: Local Groups Discovery - Linux,Local Groups Discovery - Linux | Syslog Clearing or Removal Via System Utilities
95,/usr/bin/cat /etc/group --,Local_Groups_Discovery_-_Linux_attack95.log,Trigger: Local Groups Discovery - Linux,Local Groups Discovery - Linux | Syslog Clearing or Removal Via System Utilities
96,/usr/bin/cat /etc/group | cat,Local_Groups_Discovery_-_Linux_attack96.log,Trigger: Local Groups Discovery - Linux,Local Groups Discovery - Linux | Syslog Clearing or Removal Via System Utilities
97,"/usr/bin/cat /etc/group | grep "":""",Local_Groups_Discovery_-_Linux_attack97.log,Trigger: Local Groups Discovery - Linux,Local Groups Discovery - Linux | Syslog Clearing or Removal Via System Utilities
98,/usr/bin/awk 1 /etc/group,Local_Groups_Discovery_-_Linux_attack98.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
99,/usr/bin/awk '{print $0}' /etc/group,Local_Groups_Discovery_-_Linux_attack99.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
100,"/usr/bin/grep -E ""."" /etc/group",Local_Groups_Discovery_-_Linux_attack100.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
101,/usr/bin/grep -v '^$' /etc/group,Local_Groups_Discovery_-_Linux_attack101.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
102,/usr/bin/cat -T /etc/group,Local_Groups_Discovery_-_Linux_attack102.log,Trigger: Local Groups Discovery - Linux,Local Groups Discovery - Linux | Syslog Clearing or Removal Via System Utilities
103,/usr/bin/cat -T /etc/group,Local_Groups_Discovery_-_Linux_attack103.log,Trigger: Local Groups Discovery - Linux,Local Groups Discovery - Linux | Syslog Clearing or Removal Via System Utilities
104,/usr/bin/cat /etc/group | awk '{print $0}',Local_Groups_Discovery_-_Linux_attack104.log,Trigger: Local Groups Discovery - Linux,Local Groups Discovery - Linux | Syslog Clearing or Removal Via System Utilities
105,/usr/bin/cat /etc/group | sed '',Local_Groups_Discovery_-_Linux_attack105.log,Trigger: Local Groups Discovery - Linux,Local Groups Discovery - Linux | Syslog Clearing or Removal Via System Utilities
106,/usr/bin/cat /etc/group | grep -v '^#',Local_Groups_Discovery_-_Linux_attack106.log,Trigger: Local Groups Discovery - Linux,Local Groups Discovery - Linux | Syslog Clearing or Removal Via System Utilities
107,/usr/bin/cat /etc/group | tail -n +1,Local_Groups_Discovery_-_Linux_attack107.log,Trigger: Local Groups Discovery - Linux,Local Groups Discovery - Linux | Syslog Clearing or Removal Via System Utilities
108,/usr/bin/cat /etc/group | awk NF,Local_Groups_Discovery_-_Linux_attack108.log,Trigger: Local Groups Discovery - Linux,Local Groups Discovery - Linux | Syslog Clearing or Removal Via System Utilities
109,/usr/bin/cat /etc/group | grep -a '',Local_Groups_Discovery_-_Linux_attack109.log,Trigger: Local Groups Discovery - Linux,Local Groups Discovery - Linux | Syslog Clearing or Removal Via System Utilities
110,/usr/bin/cat /etc/group | grep .,Local_Groups_Discovery_-_Linux_attack110.log,Trigger: Local Groups Discovery - Linux,Local Groups Discovery - Linux | Syslog Clearing or Removal Via System Utilities
111,echo Y2F0IC9ldGMvZ3JvdXA= | base64 -d | sh,Local_Groups_Discovery_-_Linux_attack111.log,Trigger: Local Groups Discovery - Linux,Local Groups Discovery - Linux | Syslog Clearing or Removal Via System Utilities | Decode Base64 Encoded Text | Linux Base64 Encoded Pipe to Shell
112,echo -n 'Y2F0IC9ldGMvZ3JvdXA=' | base64 -d | bash,Local_Groups_Discovery_-_Linux_attack112.log,Trigger: Local Groups Discovery - Linux,Local Groups Discovery - Linux | Syslog Clearing or Removal Via System Utilities | Decode Base64 Encoded Text | Linux Base64 Encoded Pipe to Shell
113,"bash -c ""$(echo Y2F0IC9ldGMvZ3JvdXA= | base64 -d)""",Local_Groups_Discovery_-_Linux_attack113.log,Trigger: Local Groups Discovery - Linux,Local Groups Discovery - Linux | Syslog Clearing or Removal Via System Utilities | Decode Base64 Encoded Text
114,"sh -c ""$(echo Y2F0IC9ldGMvZ3JvdXA= | base64 -d)""",Local_Groups_Discovery_-_Linux_attack114.log,Trigger: Local Groups Discovery - Linux,Local Groups Discovery - Linux | Syslog Clearing or Removal Via System Utilities | Decode Base64 Encoded Text
115,"python3 -c ""import os; os.system('cat /etc/group')""",Local_Groups_Discovery_-_Linux_attack115.log,Trigger: Local Groups Discovery - Linux,Local Groups Discovery - Linux | Syslog Clearing or Removal Via System Utilities
116,"python3 -c ""import os; os.system('\x63\x61\x74\x20\x2f\x65\x74\x63\x2f\x67\x72\x6f\x75\x70')""",Local_Groups_Discovery_-_Linux_attack116.log,Trigger: Local Groups Discovery - Linux,Local Groups Discovery - Linux | Syslog Clearing or Removal Via System Utilities
117,"perl -e ""system('cat /etc/group')""",Local_Groups_Discovery_-_Linux_attack117.log,Trigger: Local Groups Discovery - Linux,Local Groups Discovery - Linux | Syslog Clearing or Removal Via System Utilities
118,perl -e 'exec(chr(99).chr(97).chr(116).chr(32).chr(47).chr(101).chr(116).chr(99).chr(47).chr(103).chr(114).chr(111).chr(117).chr(112))',Local_Groups_Discovery_-_Linux_attack118.log,Trigger: Local Groups Discovery - Linux,Local Groups Discovery - Linux | Syslog Clearing or Removal Via System Utilities
119,echo -e '\x63\x61\x74\x20\x2f\x65\x74\x63\x2f\x67\x72\x6f\x75\x70' | bash,Local_Groups_Discovery_-_Linux_attack119.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
120,printf 'cat /etc/group' | sh,Local_Groups_Discovery_-_Linux_attack120.log,Trigger: Local Groups Discovery - Linux,Local Groups Discovery - Linux | Syslog Clearing or Removal Via System Utilities
121,printf '\x63\x61\x74\x20\x2f\x65\x74\x63\x2f\x67\x72\x6f\x75\x70' | bash,Local_Groups_Discovery_-_Linux_attack121.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
122,"echo ""$(echo Y2F0IC9ldGMvZ3JvdXA= | base64 -d)"" | sh",Local_Groups_Discovery_-_Linux_attack122.log,Trigger: Local Groups Discovery - Linux,Local Groups Discovery - Linux | Syslog Clearing or Removal Via System Utilities | Decode Base64 Encoded Text | Linux Base64 Encoded Pipe to Shell
123,"sh -c ""$(base64 -d <<< Y2F0IC9ldGMvZ3JvdXA=)""",Local_Groups_Discovery_-_Linux_attack123.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
124,"bash -c ""$(base64 -d <<< Y2F0IC9ldGMvZ3JvdXA=)""",Local_Groups_Discovery_-_Linux_attack124.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
125,"bash -c ""$(perl -e 'print pack(""H*"", ""636174202f6574632f67726f7570"")')""",Local_Groups_Discovery_-_Linux_attack125.log,Trigger: Local Groups Discovery - Linux,Local Groups Discovery - Linux | Syslog Clearing or Removal Via System Utilities
126,"sh -c ""$(perl -e 'print pack(""H*"", ""636174202f6574632f67726f7570"")')""",Local_Groups_Discovery_-_Linux_attack126.log,Trigger: Local Groups Discovery - Linux,Local Groups Discovery - Linux | Syslog Clearing or Removal Via System Utilities
127,"perl -e 'print ""cat /etc/group\n""' | sh",Local_Groups_Discovery_-_Linux_attack127.log,Trigger: Local Groups Discovery - Linux,Local Groups Discovery - Linux | Syslog Clearing or Removal Via System Utilities
128,"bash -c ""$(xxd -r -p <<< 636174202f6574632f67726f7570)""",Local_Groups_Discovery_-_Linux_attack128.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
129,echo 636174202f6574632f67726f7570 | xxd -r -p | sh,Local_Groups_Discovery_-_Linux_attack129.log,Trigger: Local Groups Discovery - Linux,Local Groups Discovery - Linux | Syslog Clearing or Removal Via System Utilities
130,printf '636174202f6574632f67726f7570' | xxd -r -p | bash,Local_Groups_Discovery_-_Linux_attack130.log,Trigger: Local Groups Discovery - Linux,Local Groups Discovery - Linux | Syslog Clearing or Removal Via System Utilities
131,"eval ""$(echo Y2F0IC9ldGMvZ3JvdXA= | base64 -d)""",Local_Groups_Discovery_-_Linux_attack131.log,Trigger: Local Groups Discovery - Linux,Local Groups Discovery - Linux | Syslog Clearing or Removal Via System Utilities | Decode Base64 Encoded Text
132,"eval ""$(perl -e 'print pack(""H*"", ""636174202f6574632f67726f7570"")')""",Local_Groups_Discovery_-_Linux_attack132.log,Trigger: Local Groups Discovery - Linux,Local Groups Discovery - Linux | Syslog Clearing or Removal Via System Utilities
133,"sh -c ""$(echo -n cat /etc/group)""",Local_Groups_Discovery_-_Linux_attack133.log,Trigger: Local Groups Discovery - Linux,Local Groups Discovery - Linux | Syslog Clearing or Removal Via System Utilities
134,"bash -c ""$(echo -n cat /etc/group)""",Local_Groups_Discovery_-_Linux_attack134.log,Trigger: Local Groups Discovery - Linux,Local Groups Discovery - Linux | Syslog Clearing or Removal Via System Utilities
135,"bash -c ""$(echo -n 'cat /etc/group')""",Local_Groups_Discovery_-_Linux_attack135.log,Trigger: Local Groups Discovery - Linux,Local Groups Discovery - Linux | Syslog Clearing or Removal Via System Utilities
136,z=$(echo Y2F0IC9ldGMvZ3JvdXA=); echo $z | base64 -d | sh,Local_Groups_Discovery_-_Linux_attack136.log,Trigger: Local Groups Discovery - Linux,Local Groups Discovery - Linux | Syslog Clearing or Removal Via System Utilities | Decode Base64 Encoded Text | Linux Base64 Encoded Pipe to Shell
137,"echo ""Y2F0IC9ldGMvZ3JvdXA="" | openssl base64 -d | bash",Local_Groups_Discovery_-_Linux_attack137.log,Trigger: Local Groups Discovery - Linux,Local Groups Discovery - Linux | Syslog Clearing or Removal Via System Utilities | Linux Base64 Encoded Pipe to Shell
138,echo 'Y2F0IC9ldGMvZ3JvdXA=' | base64 --decode | bash,Local_Groups_Discovery_-_Linux_attack138.log,Trigger: Local Groups Discovery - Linux,Local Groups Discovery - Linux | Syslog Clearing or Removal Via System Utilities | Decode Base64 Encoded Text | Linux Base64 Encoded Pipe to Shell
139,"bash -c ""$(echo -n '636174202f6574632f67726f7570' | xxd -r -p)""",Local_Groups_Discovery_-_Linux_attack139.log,Trigger: Local Groups Discovery - Linux,Local Groups Discovery - Linux | Syslog Clearing or Removal Via System Utilities
140,"perl -e 'print pack(""C*"",99,97,116,32,47,101,116,99,47,103,114,111,117,112)' | bash",Local_Groups_Discovery_-_Linux_attack140.log,Trigger: Local Groups Discovery - Linux,Local Groups Discovery - Linux | Syslog Clearing or Removal Via System Utilities
141,"python3 -c ""import base64;import os;os.system(base64.b64decode('Y2F0IC9ldGMvZ3JvdXA=').decode())""",Local_Groups_Discovery_-_Linux_attack141.log,Trigger: Local Groups Discovery - Linux,Local Groups Discovery - Linux | Syslog Clearing or Removal Via System Utilities
142,"perl -e 'print pack(""H*"", ""636174202f6574632f67726f7570"")' | sh",Local_Groups_Discovery_-_Linux_attack142.log,Trigger: Local Groups Discovery - Linux,Local Groups Discovery - Linux | Syslog Clearing or Removal Via System Utilities
143,"bash -c ""$(echo 636174202f6574632f67726f7570 | xxd -r -p)""",Local_Groups_Discovery_-_Linux_attack143.log,Trigger: Local Groups Discovery - Linux,Local Groups Discovery - Linux | Syslog Clearing or Removal Via System Utilities
144,echo -n 'cat /etc/group' | base64 | base64 -d | bash,Local_Groups_Discovery_-_Linux_attack144.log,Trigger: Local Groups Discovery - Linux,Local Groups Discovery - Linux | Syslog Clearing or Removal Via System Utilities | Decode Base64 Encoded Text | Linux Base64 Encoded Pipe to Shell
145,eval $(echo Y2F0IC9ldGMvZ3JvdXA= | base64 -d),Local_Groups_Discovery_-_Linux_attack145.log,Trigger: Local Groups Discovery - Linux,Local Groups Discovery - Linux | Syslog Clearing or Removal Via System Utilities | Decode Base64 Encoded Text
146,"eval $(perl -e 'print ""cat /etc/group\n""')",Local_Groups_Discovery_-_Linux_attack146.log,Trigger: Local Groups Discovery - Linux,Local Groups Discovery - Linux | Syslog Clearing or Removal Via System Utilities
147,"python3 -c 'import subprocess; subprocess.run([""cat"", ""/etc/group""])'",Local_Groups_Discovery_-_Linux_attack147.log,Trigger: Local Groups Discovery - Linux,Local Groups Discovery - Linux | Syslog Clearing or Removal Via System Utilities
148,"python3 -c 'import base64,os; os.system(base64.b64decode(""Y2F0IC9ldGMvZ3JvdXA="").decode())'",Local_Groups_Discovery_-_Linux_attack148.log,Trigger: Local Groups Discovery - Linux,Local Groups Discovery - Linux | Syslog Clearing or Removal Via System Utilities
