ID,Command,Log File,Result,All Detected Rules
91,shred --remove=wipe /var/log/syslog,Clear_Linux_Logs_checklog_attack91.log,Log Error (Result Not Found),
92,shred --remove=shred /var/log/syslog,Clear_Linux_Logs_checklog_attack92.log,Log Error (Result Not Found),
93,shred --remove=unlink /var/log/syslog,Clear_Linux_Logs_checklog_attack93.log,Log Error (Result Not Found),
94,shred --rm /var/log/syslog,Clear_Linux_Logs_checklog_attack94.log,Log Error (Result Not Found),
95,shred --delete /var/log/syslog,Clear_Linux_Logs_checklog_attack95.log,Log Error (Result Not Found),
96,shred --erase /var/log/syslog,Clear_Linux_Logs_checklog_attack96.log,Log Error (Result Not Found),
97,shred --obliterate /var/log/syslog,Clear_Linux_Logs_checklog_attack97.log,Log Error (Result Not Found),
98,shred --destroy /var/log/syslog,Clear_Linux_Logs_checklog_attack98.log,Log Error (Result Not Found),
99,shred --wipe /var/log/syslog,Clear_Linux_Logs_checklog_attack99.log,Log Error (Result Not Found),
100,shred --purge /var/log/syslog,Clear_Linux_Logs_checklog_attack100.log,Log Error (Result Not Found),
101,shred --nuke /var/log/syslog,Clear_Linux_Logs_checklog_attack101.log,Log Error (Result Not Found),
102,shred --trash /var/log/syslog,Clear_Linux_Logs_checklog_attack102.log,Log Error (Result Not Found),
103,shred -u /var/log/boot.log,Clear_Linux_Logs_checklog_attack103.log,Log Error (Result Not Found),
104,shred --remove /var/log/boot.log,Clear_Linux_Logs_checklog_attack104.log,Log Error (Result Not Found),
105,shred --remove --quiet /var/log/syslog,Clear_Linux_Logs_checklog_attack105.log,Log Error (Result Not Found),
106,shred -u --iterations=1 /var/log/syslog,Clear_Linux_Logs_checklog_attack106.log,Log Error (Result Not Found),
107,shred --remove --iterations=2 /var/log/syslog,Clear_Linux_Logs_checklog_attack107.log,Log Error (Result Not Found),
108,shred --rm -v /var/log/syslog,Clear_Linux_Logs_checklog_attack108.log,Log Error (Result Not Found),
109,shred --rm --iterations=3 /var/log/syslog,Clear_Linux_Logs_checklog_attack109.log,Log Error (Result Not Found),
110,shred -f --rm /var/log/syslog,Clear_Linux_Logs_checklog_attack110.log,Log Error (Result Not Found),
111,shred --delete --force /var/log/syslog,Clear_Linux_Logs_checklog_attack111.log,Log Error (Result Not Found),
112,shred --remove /var/log/apt/history.log,Clear_Linux_Logs_checklog_attack112.log,Log Error (Result Not Found),
113,shred --remove /var/log/installer/syslog,Clear_Linux_Logs_checklog_attack113.log,Log Error (Result Not Found),
114,shred --remove /var/log/installer/debug,Clear_Linux_Logs_checklog_attack114.log,Log Error (Result Not Found),
115,shred --remove /var/log/cloud-init.log,Clear_Linux_Logs_checklog_attack115.log,Log Error (Result Not Found),
116,shred --remove /var/log/cloud-init-output.log,Clear_Linux_Logs_checklog_attack116.log,Log Error (Result Not Found),
117,shred --remove /var/log/unattended-upgrades/unattended-upgrades.log,Clear_Linux_Logs_checklog_attack117.log,Log Error (Result Not Found),
118,shred -u /var/log/alternatives.log,Clear_Linux_Logs_checklog_attack118.log,Log Error (Result Not Found),
119,shred -u /var/log/user.log,Clear_Linux_Logs_checklog_attack119.log,Log Error (Result Not Found),
120,shred --remove /var/log/user.log,Clear_Linux_Logs_checklog_attack120.log,Log Error (Result Not Found),
121,shred -u /var/log/syslo,Clear_Linux_Logs_checklog_attack121.log,Log Error (Result Not Found),
122,shred -u /var/log/sylog,Clear_Linux_Logs_checklog_attack122.log,Log Error (Result Not Found),
123,shred -u /var/log/ysylog,Clear_Linux_Logs_checklog_attack123.log,Log Error (Result Not Found),
124,shred -u /var/log/syslogg,Clear_Linux_Logs_checklog_attack124.log,Log Error (Result Not Found),
125,shred -u /var/log/slog,Clear_Linux_Logs_checklog_attack125.log,Log Error (Result Not Found),
126,shred -u /var/log/sylogg,Clear_Linux_Logs_checklog_attack126.log,Log Error (Result Not Found),
127,shred -u /var/log/sysloog,Clear_Linux_Logs_checklog_attack127.log,Log Error (Result Not Found),
128,shred -u /var/log/syslg,Clear_Linux_Logs_checklog_attack128.log,Log Error (Result Not Found),
129,shred -u /var/log/ssylog,Clear_Linux_Logs_checklog_attack129.log,Log Error (Result Not Found),
130,shred -u /var/log/sylogl,Clear_Linux_Logs_checklog_attack130.log,Log Error (Result Not Found),
131,shred -u /var/log/sysog,Clear_Linux_Logs_checklog_attack131.log,Log Error (Result Not Found),
132,shred -u /var/log/syslo,Clear_Linux_Logs_checklog_attack132.log,Log Error (Result Not Found),
133,shred -u /var/og/syslog,Clear_Linux_Logs_checklog_attack133.log,Log Error (Result Not Found),
134,shred -u /va/log/syslog,Clear_Linux_Logs_checklog_attack134.log,Log Error (Result Not Found),
135,shred -u /var/log/sylog/,Clear_Linux_Logs_checklog_attack135.log,Log Error (Result Not Found),
136,shred -u /var/log/syslog.,Clear_Linux_Logs_checklog_attack136.log,Log Error (Result Not Found),
137,shred -u /var/log/syslo/,Clear_Linux_Logs_checklog_attack137.log,Log Error (Result Not Found),
138,shred -u /var/l/log/syslog,Clear_Linux_Logs_checklog_attack138.log,Log Error (Result Not Found),
139,shred -u /va/r/log/syslog,Clear_Linux_Logs_checklog_attack139.log,Log Error (Result Not Found),
140,shred -u /var//log/syslog,Clear_Linux_Logs_checklog_attack140.log,Log Error (Result Not Found),
141,shred -u /var/log//syslog,Clear_Linux_Logs_checklog_attack141.log,Log Error (Result Not Found),
142,shred -u /var/log/syslo.log,Clear_Linux_Logs_checklog_attack142.log,Log Error (Result Not Found),
143,shred -u /var/log/sylogg/,Clear_Linux_Logs_checklog_attack143.log,Log Error (Result Not Found),
144,shred -u /var/log/syslog1,Clear_Linux_Logs_checklog_attack144.log,Log Error (Result Not Found),
145,shred -u /var/log/syslogg.,Clear_Linux_Logs_checklog_attack145.log,Log Error (Result Not Found),
146,shred -u /var/log/syslo1,Clear_Linux_Logs_checklog_attack146.log,Log Error (Result Not Found),
147,shred -u /var//log//syslog,Clear_Linux_Logs_checklog_attack147.log,Log Error (Result Not Found),
148,shred -u /var/log/sysl,Clear_Linux_Logs_checklog_attack148.log,Log Error (Result Not Found),
149,shred -u /var/lg/syslog,Clear_Linux_Logs_checklog_attack149.log,Log Error (Result Not Found),
150,shred -u /var/lgo/syslog,Clear_Linux_Logs_checklog_attack150.log,Log Error (Result Not Found),
151,shred -u /var/log/yslog,Clear_Linux_Logs_checklog_attack151.log,Log Error (Result Not Found),
152,shred -u /var/lo/syslog,Clear_Linux_Logs_checklog_attack152.log,Log Error (Result Not Found),
153,shred -u /va/log/syslog,Clear_Linux_Logs_checklog_attack153.log,Log Error (Result Not Found),
154,shred -u /var/log/sysog,Clear_Linux_Logs_checklog_attack154.log,Log Error (Result Not Found),
155,shred -u /var/log/yslogg,Clear_Linux_Logs_checklog_attack155.log,Log Error (Result Not Found),
156,shred -u /var/lgo/syslog,Clear_Linux_Logs_checklog_attack156.log,Log Error (Result Not Found),
157,shred -u /var/log/sylog.,Clear_Linux_Logs_checklog_attack157.log,Log Error (Result Not Found),
158,shred -u /var/l/syslog,Clear_Linux_Logs_checklog_attack158.log,Log Error (Result Not Found),
159,shred -u /v/ar/log/syslog,Clear_Linux_Logs_checklog_attack159.log,Log Error (Result Not Found),
160,shred -u /var/log/sylog/,Clear_Linux_Logs_checklog_attack160.log,Log Error (Result Not Found),
161,shred -u /var/log/sylogg.,Clear_Linux_Logs_checklog_attack161.log,Log Error (Result Not Found),
162,shred -u /var/log/sylog1,Clear_Linux_Logs_checklog_attack162.log,Log Error (Result Not Found),
163,shred -u /va//log/syslog,Clear_Linux_Logs_checklog_attack163.log,Log Error (Result Not Found),
164,shred -u /var/log/sysl0g,Clear_Linux_Logs_checklog_attack164.log,Log Error (Result Not Found),
165,shred -u /var//log/sylog,Clear_Linux_Logs_checklog_attack165.log,Log Error (Result Not Found),
166,shred -u /var/log/sylog2,Clear_Linux_Logs_checklog_attack166.log,Log Error (Result Not Found),
167,shred -u /var/log/sys1og,Clear_Linux_Logs_checklog_attack167.log,Log Error (Result Not Found),
168,shred -u /va/log/sylog,Clear_Linux_Logs_checklog_attack168.log,Log Error (Result Not Found),
169,shred -u /var/log/syslo_,Clear_Linux_Logs_checklog_attack169.log,Log Error (Result Not Found),
170,shred -u /var/lg/syslg,Clear_Linux_Logs_checklog_attack170.log,Log Error (Result Not Found),
171,shred -u /var/log/sys1g,Clear_Linux_Logs_checklog_attack171.log,Log Error (Result Not Found),
172,shred -u /va/log/syslo,Clear_Linux_Logs_checklog_attack172.log,Log Error (Result Not Found),
173,shred -u /var//log/syslg,Clear_Linux_Logs_checklog_attack173.log,Log Error (Result Not Found),
174,shred -u /var/log/slogg,Clear_Linux_Logs_checklog_attack174.log,Log Error (Result Not Found),
175,shred -u /var/log/sys1log,Clear_Linux_Logs_checklog_attack175.log,Log Error (Result Not Found),
176,shred -u /var/lgo/sylog,Clear_Linux_Logs_checklog_attack176.log,Log Error (Result Not Found),
177,shred -u /var/lg/sylog,Clear_Linux_Logs_checklog_attack177.log,Log Error (Result Not Found),
178,shred -u /var/log/sy1log,Clear_Linux_Logs_checklog_attack178.log,Log Error (Result Not Found),
179,shred -u /var/lo/syslo,Clear_Linux_Logs_checklog_attack179.log,Log Error (Result Not Found),
180,shred -u /v/log/syslog,Clear_Linux_Logs_checklog_attack180.log,Log Error (Result Not Found),
181,shred /var/log/syslog -u,Clear_Linux_Logs_checklog_attack181.log,Log Error (Result Not Found),
182,u shred /var/log/syslog,Clear_Linux_Logs_checklog_attack182.log,Log Error (Result Not Found),
183,/var/log/syslog shred -u,Clear_Linux_Logs_checklog_attack183.log,Log Error (Result Not Found),
184,/var/log/syslog -u shred,Clear_Linux_Logs_checklog_attack184.log,Log Error (Result Not Found),
185,u /var/log/syslog shred,Clear_Linux_Logs_checklog_attack185.log,Log Error (Result Not Found),
186,shred /var/log/syslog --remove,Clear_Linux_Logs_checklog_attack186.log,Log Error (Result Not Found),
187,shred --remove /var/log/syslog,Clear_Linux_Logs_checklog_attack187.log,Log Error (Result Not Found),
188,/var/log/syslog --remove shred,Clear_Linux_Logs_checklog_attack188.log,Log Error (Result Not Found),
189,-remove /var/log/syslog shred,Clear_Linux_Logs_checklog_attack189.log,Log Error (Result Not Found),
190,-remove shred /var/log/syslog,Clear_Linux_Logs_checklog_attack190.log,Log Error (Result Not Found),
191,shred --remove=unlink /var/log/syslog,Clear_Linux_Logs_checklog_attack191.log,Log Error (Result Not Found),
192,/var/log/syslog shred --remove=unlink,Clear_Linux_Logs_checklog_attack192.log,Log Error (Result Not Found),
193,shred /var/log/syslog --force --remove,Clear_Linux_Logs_checklog_attack193.log,Log Error (Result Not Found),
194,-force shred --remove /var/log/syslog,Clear_Linux_Logs_checklog_attack194.log,Log Error (Result Not Found),
195,/var/log/syslog --force shred --remove,Clear_Linux_Logs_checklog_attack195.log,Log Error (Result Not Found),
196,shred -u --force /var/log/syslog,Clear_Linux_Logs_checklog_attack196.log,Log Error (Result Not Found),
197,/var/log/syslog -u --force shred,Clear_Linux_Logs_checklog_attack197.log,Log Error (Result Not Found),
198,u --force shred /var/log/syslog,Clear_Linux_Logs_checklog_attack198.log,Log Error (Result Not Found),
199,shred /var/log/syslog -u --verbose,Clear_Linux_Logs_checklog_attack199.log,Log Error (Result Not Found),
200,shred --verbose /var/log/syslog -u,Clear_Linux_Logs_checklog_attack200.log,Log Error (Result Not Found),
201,/var/log/syslog shred -u --verbose,Clear_Linux_Logs_checklog_attack201.log,Log Error (Result Not Found),
202,shred -u /var/log/syslog --force,Clear_Linux_Logs_checklog_attack202.log,Log Error (Result Not Found),
203,/var/log/syslog --force -u shred,Clear_Linux_Logs_checklog_attack203.log,Log Error (Result Not Found),
204,-force /var/log/syslog -u shred,Clear_Linux_Logs_checklog_attack204.log,Log Error (Result Not Found),
205,-remove --force /var/log/syslog shred,Clear_Linux_Logs_checklog_attack205.log,Log Error (Result Not Found),
206,shred --force --remove /var/log/syslog,Clear_Linux_Logs_checklog_attack206.log,Log Error (Result Not Found),
207,u /var/log/syslog --force shred,Clear_Linux_Logs_checklog_attack207.log,Log Error (Result Not Found),
208,shred -u --remove=wipe /var/log/syslog,Clear_Linux_Logs_checklog_attack208.log,Log Error (Result Not Found),
209,/var/log/syslog shred --remove=wipe -u,Clear_Linux_Logs_checklog_attack209.log,Log Error (Result Not Found),
210,-remove=wipe -u shred /var/log/syslog,Clear_Linux_Logs_checklog_attack210.log,Log Error (Result Not Found),
211,/var/log/syslog -u shred --force,Clear_Linux_Logs_checklog_attack211.log,Log Error (Result Not Found),
212,-verbose -u shred /var/log/syslog,Clear_Linux_Logs_checklog_attack212.log,Log Error (Result Not Found),
213,u /var/log/syslog shred --verbose,Clear_Linux_Logs_checklog_attack213.log,Log Error (Result Not Found),
214,shred --remove --force -u /var/log/syslog,Clear_Linux_Logs_checklog_attack214.log,Log Error (Result Not Found),
215,-remove -u shred /var/log/syslog,Clear_Linux_Logs_checklog_attack215.log,Log Error (Result Not Found),
216,/var/log/syslog shred --force -u,Clear_Linux_Logs_checklog_attack216.log,Log Error (Result Not Found),
217,u --remove=unlink /var/log/syslog shred,Clear_Linux_Logs_checklog_attack217.log,Log Error (Result Not Found),
218,shred -u --remove=unlink --verbose /var/log/syslog,Clear_Linux_Logs_checklog_attack218.log,Log Error (Result Not Found),
219,-force --remove shred -u /var/log/syslog,Clear_Linux_Logs_checklog_attack219.log,Log Error (Result Not Found),
220,/var/log/syslog --remove=wipe --force shred,Clear_Linux_Logs_checklog_attack220.log,Log Error (Result Not Found),
221,shred --remove --verbose /var/log/syslog -u,Clear_Linux_Logs_checklog_attack221.log,Log Error (Result Not Found),
222,-force shred -u /var/log/syslog --remove,Clear_Linux_Logs_checklog_attack222.log,Log Error (Result Not Found),
223,-verbose shred /var/log/syslog -u --remove,Clear_Linux_Logs_checklog_attack223.log,Log Error (Result Not Found),
224,/var/log/syslog shred --verbose -u,Clear_Linux_Logs_checklog_attack224.log,Log Error (Result Not Found),
225,shred --remove=wipe -u /var/log/syslog,Clear_Linux_Logs_checklog_attack225.log,Log Error (Result Not Found),
226,u --remove=wipe shred /var/log/syslog,Clear_Linux_Logs_checklog_attack226.log,Log Error (Result Not Found),
227,shred /var/log/syslog --verbose --remove,Clear_Linux_Logs_checklog_attack227.log,Log Error (Result Not Found),
228,/var/log/syslog --remove shred --force,Clear_Linux_Logs_checklog_attack228.log,Log Error (Result Not Found),
229,shred /var/log/syslog --force -u,Clear_Linux_Logs_checklog_attack229.log,Log Error (Result Not Found),
230,/var/log/syslog -u --remove shred,Clear_Linux_Logs_checklog_attack230.log,Log Error (Result Not Found),
231,shred --remove /var/log/syslog -u,Clear_Linux_Logs_checklog_attack231.log,Log Error (Result Not Found),
232,-remove=unlink shred -u /var/log/syslog,Clear_Linux_Logs_checklog_attack232.log,Log Error (Result Not Found),
233,-force /var/log/syslog shred -u,Clear_Linux_Logs_checklog_attack233.log,Log Error (Result Not Found),
234,/var/log/syslog --verbose -u shred,Clear_Linux_Logs_checklog_attack234.log,Log Error (Result Not Found),
235,shred --remove=wipe --force /var/log/syslog -u,Clear_Linux_Logs_checklog_attack235.log,Log Error (Result Not Found),
236,-remove --verbose /var/log/syslog shred,Clear_Linux_Logs_checklog_attack236.log,Log Error (Result Not Found),
237,u --force /var/log/syslog shred,Clear_Linux_Logs_checklog_attack237.log,Log Error (Result Not Found),
238,-remove -u /var/log/syslog shred,Clear_Linux_Logs_checklog_attack238.log,Log Error (Result Not Found),
239,-remove=unlink --verbose shred /var/log/syslog -u,Clear_Linux_Logs_checklog_attack239.log,Log Error (Result Not Found),
240,/var/log/syslog -u shred --remove=unlink,Clear_Linux_Logs_checklog_attack240.log,Log Error (Result Not Found),
241,shred -u /var/log/017163,Clear_Linux_Logs_checklog_attack241.log,Log Error (Result Not Found),
