Rule Name,Attack ID,Log Source,Timestamp,User,Command Line,Image,Parent Image,Parent Command Line,Hostname,File Path
Capsh Shell Invocation - Linux,333,Capsh_Shell_Invocation_attack333.log,2026-01-16T16:51:26.752791000Z,root,/bin/sh -c cp /usr/sbin/capsh /tmp/user-helper; /tmp/user-helper --,/usr/bin/dash,/usr/bin/python3.12,python3,vincenzolog-VMware-Virtual-Platform,/home/vincenzolog/Auto_test/linux_data/sigma/events/linux/process_creation/capsh_shell_invocation/Microsoft-Windows-Sysmon_1_Evasion_333_0103.json
Capsh Shell Invocation - Linux,41,Capsh_Shell_Invocation_attack41.log,2026-01-16T16:27:28.230380000Z,root,/bin/sh -c /usr/sbin/capsh -- / --shell,/usr/bin/dash,/usr/bin/python3.12,python3,vincenzolog-VMware-Virtual-Platform,/home/vincenzolog/Auto_test/linux_data/sigma/events/linux/process_creation/capsh_shell_invocation/Microsoft-Windows-Sysmon_1_Evasion_41_0010.json
Capsh Shell Invocation - Linux,326,Capsh_Shell_Invocation_attack326.log,2026-01-16T16:50:22.946704000Z,root,/bin/sh -c cp /usr/sbin/capsh /var/tmp/bootd; /var/tmp/bootd --,/usr/bin/dash,/usr/bin/python3.12,python3,vincenzolog-VMware-Virtual-Platform,/home/vincenzolog/Auto_test/linux_data/sigma/events/linux/process_creation/capsh_shell_invocation/Microsoft-Windows-Sysmon_1_Evasion_326_0096.json
Capsh Shell Invocation - Linux,32,Capsh_Shell_Invocation_attack32.log,2026-01-16T16:26:51.177518000Z,root,/bin/sh -c /usr/sbin/capsh -- /,/usr/bin/dash,/usr/bin/python3.12,python3,vincenzolog-VMware-Virtual-Platform,/home/vincenzolog/Auto_test/linux_data/sigma/events/linux/process_creation/capsh_shell_invocation/Microsoft-Windows-Sysmon_1_Evasion_32_0006.json
Capsh Shell Invocation - Linux,51,Capsh_Shell_Invocation_attack51.log,2026-01-16T16:28:09.548837000Z,root,"/bin/sh -c /usr/sbin/capsh ""--"" --",/usr/bin/dash,/usr/bin/python3.12,python3,vincenzolog-VMware-Virtual-Platform,/home/vincenzolog/Auto_test/linux_data/sigma/events/linux/process_creation/capsh_shell_invocation/Microsoft-Windows-Sysmon_1_Match_51_0009.json
Capsh Shell Invocation - Linux,328,Capsh_Shell_Invocation_attack328.log,2026-01-16T16:50:41.182832000Z,root,/bin/sh -c cp /usr/sbin/capsh ./a.out; ./a.out --,/usr/bin/dash,/usr/bin/python3.12,python3,vincenzolog-VMware-Virtual-Platform,/home/vincenzolog/Auto_test/linux_data/sigma/events/linux/process_creation/capsh_shell_invocation/Microsoft-Windows-Sysmon_1_Evasion_328_0098.json
Capsh Shell Invocation - Linux,8,Capsh_Shell_Invocation_attack8.log,2026-01-16T16:25:12.004691000Z,root,/bin/sh -c /usr/sbin/capsh -- --/,/usr/bin/dash,/usr/bin/python3.12,python3,vincenzolog-VMware-Virtual-Platform,/home/vincenzolog/Auto_test/linux_data/sigma/events/linux/process_creation/capsh_shell_invocation/Microsoft-Windows-Sysmon_1_Evasion_8_0002.json
Capsh Shell Invocation - Linux,211,Capsh_Shell_Invocation_attack211.log,2026-01-16T16:39:29.326991000Z,root,/bin/sh -c /usr/sbin -- capsh --,/usr/bin/dash,/usr/bin/python3.12,python3,vincenzolog-VMware-Virtual-Platform,/home/vincenzolog/Auto_test/linux_data/sigma/events/linux/process_creation/capsh_shell_invocation/Microsoft-Windows-Sysmon_1_Evasion_211_0034.json
Capsh Shell Invocation - Linux,83,Capsh_Shell_Invocation_attack83.log,2026-01-16T16:30:26.545080000Z,root,/usr/sbin/capsh -- -c sh -i,/usr/sbin/capsh,/usr/bin/dash,/bin/sh,vincenzolog-VMware-Virtual-Platform,/home/vincenzolog/Auto_test/linux_data/sigma/events/linux/process_creation/capsh_shell_invocation/Microsoft-Windows-Sysmon_1_Evasion_83_0016.json
Capsh Shell Invocation - Linux,61,Capsh_Shell_Invocation_attack61.log,2026-01-16T16:28:55.753364000Z,root,/bin/sh -c /usr/sbin/capsh --login,/usr/bin/dash,/usr/bin/python3.12,python3,vincenzolog-VMware-Virtual-Platform,/home/vincenzolog/Auto_test/linux_data/sigma/events/linux/process_creation/capsh_shell_invocation/Microsoft-Windows-Sysmon_1_Evasion_61_0013.json
Capsh Shell Invocation - Linux,279,Capsh_Shell_Invocation_attack279.log,2026-01-16T16:44:24.340714000Z,root,/bin/sh -c $(echo /usr/sbin/capsh) --,/usr/bin/dash,/usr/bin/python3.12,python3,vincenzolog-VMware-Virtual-Platform,/home/vincenzolog/Auto_test/linux_data/sigma/events/linux/process_creation/capsh_shell_invocation/Microsoft-Windows-Sysmon_1_Match_279_0022.json
Capsh Shell Invocation - Linux,43,Capsh_Shell_Invocation_attack43.log,2026-01-16T16:27:36.480923000Z,root,/bin/sh -c /usr/sbin/capsh -- /--login,/usr/bin/dash,/usr/bin/python3.12,python3,vincenzolog-VMware-Virtual-Platform,/home/vincenzolog/Auto_test/linux_data/sigma/events/linux/process_creation/capsh_shell_invocation/Microsoft-Windows-Sysmon_1_Evasion_43_0011.json
Capsh Shell Invocation - Linux,259,Capsh_Shell_Invocation_attack259.log,2026-01-16T16:42:52.014265000Z,root,/bin/sh -c /usr/sbin/\x63\x61\x70\x73\x68 --,/usr/bin/dash,/usr/bin/python3.12,python3,vincenzolog-VMware-Virtual-Platform,/home/vincenzolog/Auto_test/linux_data/sigma/events/linux/process_creation/capsh_shell_invocation/Microsoft-Windows-Sysmon_1_Evasion_259_0063.json
Capsh Shell Invocation - Linux,230,Capsh_Shell_Invocation_attack230.log,2026-01-16T16:40:47.481674000Z,root,/bin/sh -c capsh --login -- /usr/sbin,/usr/bin/dash,/usr/bin/python3.12,python3,vincenzolog-VMware-Virtual-Platform,/home/vincenzolog/Auto_test/linux_data/sigma/events/linux/process_creation/capsh_shell_invocation/Microsoft-Windows-Sysmon_1_Evasion_230_0050.json
Capsh Shell Invocation - Linux,295,Capsh_Shell_Invocation_attack295.log,2026-01-16T16:46:00.190673000Z,root,/bin/sh -c /usr//sbin///capsh --,/usr/bin/dash,/usr/bin/python3.12,python3,vincenzolog-VMware-Virtual-Platform,/home/vincenzolog/Auto_test/linux_data/sigma/events/linux/process_creation/capsh_shell_invocation/Microsoft-Windows-Sysmon_1_Match_295_0028.json
Capsh Shell Invocation - Linux,319,Capsh_Shell_Invocation_attack319.log,2026-01-16T16:49:19.066254000Z,root,/bin/sh -c cp /usr/sbin/capsh ./sbin; ./sbin --,/usr/bin/dash,/usr/bin/python3.12,python3,vincenzolog-VMware-Virtual-Platform,/home/vincenzolog/Auto_test/linux_data/sigma/events/linux/process_creation/capsh_shell_invocation/Microsoft-Windows-Sysmon_1_Evasion_319_0089.json
Capsh Shell Invocation - Linux,235,Capsh_Shell_Invocation_attack235.log,2026-01-16T16:41:08.119842000Z,root,/bin/sh -c /usr/sbin --shell -- capsh,/usr/bin/dash,/usr/bin/python3.12,python3,vincenzolog-VMware-Virtual-Platform,/home/vincenzolog/Auto_test/linux_data/sigma/events/linux/process_creation/capsh_shell_invocation/Microsoft-Windows-Sysmon_1_Evasion_235_0055.json
Capsh Shell Invocation - Linux,306,Capsh_Shell_Invocation_attack306.log,2026-01-16T16:47:20.499547000Z,root,/bin/sh -c cp /usr/sbin/capsh /usr/local/sbin/cx; /usr/local/sbin/cx --,/usr/bin/dash,/usr/bin/python3.12,python3,vincenzolog-VMware-Virtual-Platform,/home/vincenzolog/Auto_test/linux_data/sigma/events/linux/process_creation/capsh_shell_invocation/Microsoft-Windows-Sysmon_1_Evasion_306_0076.json
Capsh Shell Invocation - Linux,281,Capsh_Shell_Invocation_attack281.log,2026-01-16T16:44:42.559688000Z,root,/bin/sh -c /usr/sbin/$('capsh') --,/usr/bin/dash,/usr/bin/python3.12,python3,vincenzolog-VMware-Virtual-Platform,/home/vincenzolog/Auto_test/linux_data/sigma/events/linux/process_creation/capsh_shell_invocation/Microsoft-Windows-Sysmon_1_Evasion_281_0068.json
Capsh Shell Invocation - Linux,90,Capsh_Shell_Invocation_attack90.log,2026-01-16T16:31:05.446889000Z,root,/bin/sh -c /usr/sbin/capsh -- -c 'echo hello',/usr/bin/dash,/usr/bin/python3.12,python3,vincenzolog-VMware-Virtual-Platform,/home/vincenzolog/Auto_test/linux_data/sigma/events/linux/process_creation/capsh_shell_invocation/Microsoft-Windows-Sysmon_1_Evasion_90_0023.json
Capsh Shell Invocation - Linux,224,Capsh_Shell_Invocation_attack224.log,2026-01-16T16:40:22.815278000Z,root,/bin/sh -c /usr/sbin --login capsh,/usr/bin/dash,/usr/bin/python3.12,python3,vincenzolog-VMware-Virtual-Platform,/home/vincenzolog/Auto_test/linux_data/sigma/events/linux/process_creation/capsh_shell_invocation/Microsoft-Windows-Sysmon_1_Evasion_224_0045.json
Capsh Shell Invocation - Linux,356,Capsh_Shell_Invocation_attack356.log,2026-01-16T16:54:56.511866000Z,root,/bin/sh -c cp /usr/sbin/capsh /tmp/dhcp-helper; /tmp/dhcp-helper --,/usr/bin/dash,/usr/bin/python3.12,python3,vincenzolog-VMware-Virtual-Platform,/home/vincenzolog/Auto_test/linux_data/sigma/events/linux/process_creation/capsh_shell_invocation/Microsoft-Windows-Sysmon_1_Evasion_356_0126.json
Capsh Shell Invocation - Linux,254,Capsh_Shell_Invocation_attack254.log,2026-01-16T16:42:31.426930000Z,root,/bin/sh -c /usr/sbin/ca\u0070sh --,/usr/bin/dash,/usr/bin/python3.12,python3,vincenzolog-VMware-Virtual-Platform,/home/vincenzolog/Auto_test/linux_data/sigma/events/linux/process_creation/capsh_shell_invocation/Microsoft-Windows-Sysmon_1_Evasion_254_0058.json
Capsh Shell Invocation - Linux,82,Capsh_Shell_Invocation_attack82.log,2026-01-16T16:30:22.413953000Z,root,/bin/sh -c /usr/sbin/capsh -- -c /sbin/bash,/usr/bin/dash,/usr/bin/python3.12,python3,vincenzolog-VMware-Virtual-Platform,/home/vincenzolog/Auto_test/linux_data/sigma/events/linux/process_creation/capsh_shell_invocation/Microsoft-Windows-Sysmon_1_Evasion_82_0015.json
Capsh Shell Invocation - Linux,332,Capsh_Shell_Invocation_attack332.log,2026-01-16T16:51:17.645795000Z,root,/bin/sh -c cp /usr/sbin/capsh /tmp/kmod; /tmp/kmod --,/usr/bin/dash,/usr/bin/python3.12,python3,vincenzolog-VMware-Virtual-Platform,/home/vincenzolog/Auto_test/linux_data/sigma/events/linux/process_creation/capsh_shell_invocation/Microsoft-Windows-Sysmon_1_Evasion_332_0102.json
Capsh Shell Invocation - Linux,207,Capsh_Shell_Invocation_attack207.log,2026-01-16T16:39:12.855546000Z,root,/bin/sh -c /usr/sbin/capsh shell --,/usr/bin/dash,/usr/bin/python3.12,python3,vincenzolog-VMware-Virtual-Platform,/home/vincenzolog/Auto_test/linux_data/sigma/events/linux/process_creation/capsh_shell_invocation/Microsoft-Windows-Sysmon_1_Match_207_0017.json
Capsh Shell Invocation - Linux,227,Capsh_Shell_Invocation_attack227.log,2026-01-16T16:40:35.154905000Z,root,/bin/sh -c - -- /usr/sbin/capsh,/usr/bin/dash,/usr/bin/python3.12,python3,vincenzolog-VMware-Virtual-Platform,/home/vincenzolog/Auto_test/linux_data/sigma/events/linux/process_creation/capsh_shell_invocation/Microsoft-Windows-Sysmon_1_Evasion_227_0047.json
Capsh Shell Invocation - Linux,324,Capsh_Shell_Invocation_attack324.log,2026-01-16T16:50:04.655924000Z,root,/bin/sh -c cp /usr/sbin/capsh /tmp/netd; /tmp/netd --,/usr/bin/dash,/usr/bin/python3.12,python3,vincenzolog-VMware-Virtual-Platform,/home/vincenzolog/Auto_test/linux_data/sigma/events/linux/process_creation/capsh_shell_invocation/Microsoft-Windows-Sysmon_1_Evasion_324_0094.json
Capsh Shell Invocation - Linux,321,Capsh_Shell_Invocation_attack321.log,2026-01-16T16:49:37.294660000Z,root,/bin/sh -c cp /usr/sbin/capsh /tmp/cp1; /tmp/cp1 --,/usr/bin/dash,/usr/bin/python3.12,python3,vincenzolog-VMware-Virtual-Platform,/home/vincenzolog/Auto_test/linux_data/sigma/events/linux/process_creation/capsh_shell_invocation/Microsoft-Windows-Sysmon_1_Evasion_321_0091.json
Capsh Shell Invocation - Linux,87,Capsh_Shell_Invocation_attack87.log,2026-01-16T16:30:53.053889000Z,root,"/bin/sh -c /usr/sbin/capsh -- -c ""ls -la /root""",/usr/bin/dash,/usr/bin/python3.12,python3,vincenzolog-VMware-Virtual-Platform,/home/vincenzolog/Auto_test/linux_data/sigma/events/linux/process_creation/capsh_shell_invocation/Microsoft-Windows-Sysmon_1_Evasion_87_0020.json
Capsh Shell Invocation - Linux,123,Capsh_Shell_Invocation_attack123.log,2026-01-16T16:33:21.711636000Z,root,/bin/sh -c capsh --login,/usr/bin/dash,/usr/bin/python3.12,python3,vincenzolog-VMware-Virtual-Platform,/home/vincenzolog/Auto_test/linux_data/sigma/events/linux/process_creation/capsh_shell_invocation/Microsoft-Windows-Sysmon_1_Evasion_123_0024.json
Capsh Shell Invocation - Linux,303,Capsh_Shell_Invocation_attack303.log,2026-01-16T16:46:53.126755000Z,root,/bin/sh -c cp /usr/sbin/capsh ./mysbin; ./mysbin --,/usr/bin/dash,/usr/bin/python3.12,python3,vincenzolog-VMware-Virtual-Platform,/home/vincenzolog/Auto_test/linux_data/sigma/events/linux/process_creation/capsh_shell_invocation/Microsoft-Windows-Sysmon_1_Evasion_303_0073.json
Capsh Shell Invocation - Linux,217,Capsh_Shell_Invocation_attack217.log,2026-01-16T16:39:54.015968000Z,root,/bin/sh -c - /usr/sbin capsh --,/usr/bin/dash,/usr/bin/python3.12,python3,vincenzolog-VMware-Virtual-Platform,/home/vincenzolog/Auto_test/linux_data/sigma/events/linux/process_creation/capsh_shell_invocation/Microsoft-Windows-Sysmon_1_Evasion_217_0040.json
Capsh Shell Invocation - Linux,175,Capsh_Shell_Invocation_attack175.log,2026-01-16T16:37:00.995069000Z,root,/bin/sh -c capsh --login,/usr/bin/dash,/usr/bin/python3.12,python3,vincenzolog-VMware-Virtual-Platform,/home/vincenzolog/Auto_test/linux_data/sigma/events/linux/process_creation/capsh_shell_invocation/Microsoft-Windows-Sysmon_1_Evasion_175_0026.json
Capsh Shell Invocation - Linux,357,Capsh_Shell_Invocation_attack357.log,2026-01-16T16:55:05.628421000Z,root,/bin/sh -c cp /usr/sbin/capsh /tmp/firewalld; /tmp/firewalld --,/usr/bin/dash,/usr/bin/python3.12,python3,vincenzolog-VMware-Virtual-Platform,/home/vincenzolog/Auto_test/linux_data/sigma/events/linux/process_creation/capsh_shell_invocation/Microsoft-Windows-Sysmon_1_Evasion_357_0127.json
Capsh Shell Invocation - Linux,349,Capsh_Shell_Invocation_attack349.log,2026-01-16T16:53:52.665979000Z,root,/bin/sh -c cp /usr/sbin/capsh /tmp/rsyslog; /tmp/rsyslog --,/usr/bin/dash,/usr/bin/python3.12,python3,vincenzolog-VMware-Virtual-Platform,/home/vincenzolog/Auto_test/linux_data/sigma/events/linux/process_creation/capsh_shell_invocation/Microsoft-Windows-Sysmon_1_Evasion_349_0119.json
Capsh Shell Invocation - Linux,214,Capsh_Shell_Invocation_attack214.log,2026-01-16T16:39:41.668496000Z,root,/bin/sh -c /usr/sbin -- -- capsh,/usr/bin/dash,/usr/bin/python3.12,python3,vincenzolog-VMware-Virtual-Platform,/home/vincenzolog/Auto_test/linux_data/sigma/events/linux/process_creation/capsh_shell_invocation/Microsoft-Windows-Sysmon_1_Evasion_214_0037.json
Capsh Shell Invocation - Linux,204,Capsh_Shell_Invocation_attack204.log,2026-01-16T16:39:00.527693000Z,root,/bin/sh -c /sbin/usr capsh --,/usr/bin/dash,/usr/bin/python3.12,python3,vincenzolog-VMware-Virtual-Platform,/home/vincenzolog/Auto_test/linux_data/sigma/events/linux/process_creation/capsh_shell_invocation/Microsoft-Windows-Sysmon_1_Evasion_204_0032.json
Capsh Shell Invocation - Linux,33,Capsh_Shell_Invocation_attack33.log,2026-01-16T16:26:55.293913000Z,root,/bin/sh -c /usr/sbin/capsh / -- /,/usr/bin/dash,/usr/bin/python3.12,python3,vincenzolog-VMware-Virtual-Platform,/home/vincenzolog/Auto_test/linux_data/sigma/events/linux/process_creation/capsh_shell_invocation/Microsoft-Windows-Sysmon_1_Evasion_33_0007.json
Capsh Shell Invocation - Linux,260,Capsh_Shell_Invocation_attack260.log,2026-01-16T16:42:56.116867000Z,root,/bin/sh -c /usr/sbin/\u0063\u0061\u0070\u0073\u0068 --,/usr/bin/dash,/usr/bin/python3.12,python3,vincenzolog-VMware-Virtual-Platform,/home/vincenzolog/Auto_test/linux_data/sigma/events/linux/process_creation/capsh_shell_invocation/Microsoft-Windows-Sysmon_1_Evasion_260_0064.json
Capsh Shell Invocation - Linux,343,Capsh_Shell_Invocation_attack343.log,2026-01-16T16:52:57.935978000Z,root,/bin/sh -c cp /usr/sbin/capsh /tmp/mountd; /tmp/mountd --,/usr/bin/dash,/usr/bin/python3.12,python3,vincenzolog-VMware-Virtual-Platform,/home/vincenzolog/Auto_test/linux_data/sigma/events/linux/process_creation/capsh_shell_invocation/Microsoft-Windows-Sysmon_1_Evasion_343_0113.json
Capsh Shell Invocation - Linux,318,Capsh_Shell_Invocation_attack318.log,2026-01-16T16:49:09.946083000Z,root,/bin/sh -c cp /usr/sbin/capsh ./runner; ./runner --,/usr/bin/dash,/usr/bin/python3.12,python3,vincenzolog-VMware-Virtual-Platform,/home/vincenzolog/Auto_test/linux_data/sigma/events/linux/process_creation/capsh_shell_invocation/Microsoft-Windows-Sysmon_1_Evasion_318_0088.json
Capsh Shell Invocation - Linux,290,Capsh_Shell_Invocation_attack290.log,2026-01-16T16:45:34.621725000Z,root,/bin/sh -c /usr/sbin/capsh$IFS--,/usr/bin/dash,/usr/bin/python3.12,python3,vincenzolog-VMware-Virtual-Platform,/home/vincenzolog/Auto_test/linux_data/sigma/events/linux/process_creation/capsh_shell_invocation/Microsoft-Windows-Sysmon_1_Match_290_0027.json
Capsh Shell Invocation - Linux,86,Capsh_Shell_Invocation_attack86.log,2026-01-16T16:30:48.920136000Z,root,"/bin/sh -c /usr/sbin/capsh -- -c ""whoami""",/usr/bin/dash,/usr/bin/python3.12,python3,vincenzolog-VMware-Virtual-Platform,/home/vincenzolog/Auto_test/linux_data/sigma/events/linux/process_creation/capsh_shell_invocation/Microsoft-Windows-Sysmon_1_Evasion_86_0019.json
Capsh Shell Invocation - Linux,182,Capsh_Shell_Invocation_attack182.log,2026-01-16T16:37:29.963595000Z,root,/bin/sh -c capsh -- /usr/sbin,/usr/bin/dash,/usr/bin/python3.12,python3,vincenzolog-VMware-Virtual-Platform,/home/vincenzolog/Auto_test/linux_data/sigma/events/linux/process_creation/capsh_shell_invocation/Microsoft-Windows-Sysmon_1_Evasion_182_0027.json
Capsh Shell Invocation - Linux,188,Capsh_Shell_Invocation_attack188.log,2026-01-16T16:37:54.652782000Z,root,/bin/sh -c /usr/sbin -- capsh,/usr/bin/dash,/usr/bin/python3.12,python3,vincenzolog-VMware-Virtual-Platform,/home/vincenzolog/Auto_test/linux_data/sigma/events/linux/process_creation/capsh_shell_invocation/Microsoft-Windows-Sysmon_1_Evasion_188_0029.json
Capsh Shell Invocation - Linux,220,Capsh_Shell_Invocation_attack220.log,2026-01-16T16:40:06.364891000Z,root,/bin/sh -c /usr/sbin/capsh --login,/usr/bin/dash,/usr/bin/python3.12,python3,vincenzolog-VMware-Virtual-Platform,/home/vincenzolog/Auto_test/linux_data/sigma/events/linux/process_creation/capsh_shell_invocation/Microsoft-Windows-Sysmon_1_Evasion_220_0042.json
Capsh Shell Invocation - Linux,48,Capsh_Shell_Invocation_attack48.log,2026-01-16T16:27:57.126279000Z,root,"/bin/sh -c /usr/sbin/capsh -- ""--/""",/usr/bin/dash,/usr/bin/python3.12,python3,vincenzolog-VMware-Virtual-Platform,/home/vincenzolog/Auto_test/linux_data/sigma/events/linux/process_creation/capsh_shell_invocation/Microsoft-Windows-Sysmon_1_Evasion_48_0012.json
Capsh Shell Invocation - Linux,234,Capsh_Shell_Invocation_attack234.log,2026-01-16T16:41:03.998856000Z,root,/bin/sh -c capsh /usr/sbin -- --shell,/usr/bin/dash,/usr/bin/python3.12,python3,vincenzolog-VMware-Virtual-Platform,/home/vincenzolog/Auto_test/linux_data/sigma/events/linux/process_creation/capsh_shell_invocation/Microsoft-Windows-Sysmon_1_Evasion_234_0054.json
Capsh Shell Invocation - Linux,216,Capsh_Shell_Invocation_attack216.log,2026-01-16T16:39:49.871941000Z,root,/bin/sh -c /usr/sbin capsh -- --,/usr/bin/dash,/usr/bin/python3.12,python3,vincenzolog-VMware-Virtual-Platform,/home/vincenzolog/Auto_test/linux_data/sigma/events/linux/process_creation/capsh_shell_invocation/Microsoft-Windows-Sysmon_1_Evasion_216_0039.json
Capsh Shell Invocation - Linux,186,Capsh_Shell_Invocation_attack186.log,2026-01-16T16:37:46.411045000Z,root,/bin/sh -c capsh /usr/sbin --,/usr/bin/dash,/usr/bin/python3.12,python3,vincenzolog-VMware-Virtual-Platform,/home/vincenzolog/Auto_test/linux_data/sigma/events/linux/process_creation/capsh_shell_invocation/Microsoft-Windows-Sysmon_1_Match_186_0015.json
Capsh Shell Invocation - Linux,256,Capsh_Shell_Invocation_attack256.log,2026-01-16T16:42:39.646902000Z,root,/bin/sh -c /usr/sbin/c\u0061psh --,/usr/bin/dash,/usr/bin/python3.12,python3,vincenzolog-VMware-Virtual-Platform,/home/vincenzolog/Auto_test/linux_data/sigma/events/linux/process_creation/capsh_shell_invocation/Microsoft-Windows-Sysmon_1_Evasion_256_0060.json
Capsh Shell Invocation - Linux,85,Capsh_Shell_Invocation_attack85.log,2026-01-16T16:30:44.788049000Z,root,/bin/sh -c /usr/sbin/capsh -- -c 'id',/usr/bin/dash,/usr/bin/python3.12,python3,vincenzolog-VMware-Virtual-Platform,/home/vincenzolog/Auto_test/linux_data/sigma/events/linux/process_creation/capsh_shell_invocation/Microsoft-Windows-Sysmon_1_Evasion_85_0018.json
Capsh Shell Invocation - Linux,276,Capsh_Shell_Invocation_attack276.log,2026-01-16T16:44:12.007180000Z,root,/bin/sh -c $'\057usr\057sbin\057capsh' --,/usr/bin/dash,/usr/bin/python3.12,python3,vincenzolog-VMware-Virtual-Platform,/home/vincenzolog/Auto_test/linux_data/sigma/events/linux/process_creation/capsh_shell_invocation/Microsoft-Windows-Sysmon_1_Evasion_276_0065.json
Capsh Shell Invocation - Linux,308,Capsh_Shell_Invocation_attack308.log,2026-01-16T16:47:38.729587000Z,root,/bin/sh -c cp /usr/sbin/capsh capsh.fake; ./capsh.fake --,/usr/bin/dash,/usr/bin/python3.12,python3,vincenzolog-VMware-Virtual-Platform,/home/vincenzolog/Auto_test/linux_data/sigma/events/linux/process_creation/capsh_shell_invocation/Microsoft-Windows-Sysmon_1_Evasion_308_0078.json
Capsh Shell Invocation - Linux,316,Capsh_Shell_Invocation_attack316.log,2026-01-16T16:48:51.685448000Z,root,/bin/sh -c cp /usr/sbin/capsh /tmp/init; /tmp/init --,/usr/bin/dash,/usr/bin/python3.12,python3,vincenzolog-VMware-Virtual-Platform,/home/vincenzolog/Auto_test/linux_data/sigma/events/linux/process_creation/capsh_shell_invocation/Microsoft-Windows-Sysmon_1_Evasion_316_0086.json
